@ref,@id,@form,@lemma,@postag,@relation
Leuven|30385|14|1,1,οἱ,ὁ,l-p---mn-,ATR
Leuven|30385|14|2,2,δὲ,δέ,d--------,AuxY
Leuven|30385|14|3,3,ταῦροι,ταῦρος,n-p---mn-,SBJ
Leuven|30385|14|4,4,σου,σύ,p2s---cg-,ATR
Leuven|30385|14|5,5,οἱ,ὁ,l-p---mn-,ATR
Leuven|30385|14|6,6,κατάρατοι,κατάρατος,a-p---mn-,ATR
Leuven|30385|14|7,7,στρηνιῶσι,στρηνιάω,v3ppia---,PRED_CO
Leuven|30385|14|8,8,καὶ,καί,b--------,COORD
Leuven|30385|14|9,9,πολλὰ,πολύς,a-p---na-,ADV
Leuven|30385|14|10,10,ὑπὲρ,ὑπέρ,r--------,AuxP
Leuven|30385|14|11,11,αὐτῶν,αὐτός,p-p---mg-,ADV
Leuven|30385|14|12,12,προῆλθον,προέρχομαι,v1saia---,PRED_CO
Leuven|30385|14|13,13,χάριν,χάριν,r--------,AuxP
Leuven|30385|14|14,14,σοῦ,σύ,p2s---cg-,ADV
Leuven|30385|14|15,15,.,.,u--------,AuxK
