@ref,@id,@form,@lemma,@postag,@relation
Leuven|5830|4|1,1,ἐκρίθη,κρίνω,v3saip---,PRED
Leuven|5830|4|2,2,οὖν,οὖν,d--------,AuxY
Leuven|5830|4|3,3,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|5830|4|4,4,",",",",u--------,AuxX
Leuven|5830|4|5,5,καθότι,καθότι,c--------,AuxC
Leuven|5830|4|6,6,εἶχον,ἔχω,v1siia---,OBJ
Leuven|5830|4|7,7,δίκαια,δίκαιος,a-p---na-,OBJ
Leuven|5830|4|8,8,σοῦ,σύ,p2s---cg-,SBJ
Leuven|5830|4|9,9,ἀπόντος,ἄπειμι,v-sppamg-,ADV_CO
Leuven|5830|4|10,10,μᾶλλον,μάλα,d-------c,ADV
Leuven|5830|4|11,11,ἢ,ἤ,b--------,COORD
Leuven|5830|4|12,12,παρόντος,πάρειμι,v-sppamg-,ADV_CO
Leuven|5830|4|13,13,ἐντυχεῖν,ἐντυγχάνω,v--ana---,ATR
Leuven|5830|4|14,14,τῷ,ὁ,l-s---md-,OBJ
Leuven|5830|4|15,15,ἐπὶ,ἐπί,r--------,AuxP
Leuven|5830|4|16,16,τῆς,ὁ,l-s---fg-,ATR
Leuven|5830|4|17,17,πόλεως,πόλις,n-s---fg-,ATR
Leuven|5830|4|18,18,.,.,u--------,AuxK
