@ref,@id,@form,@lemma,@postag,@relation
Leuven|27086|11|1,1,καταβάντες,καταβαίνω,v-papamn-,ADV
Leuven|27086|11|2,2,ἐκ,ἐκ,r--------,AuxP
Leuven|27086|11|3,3,Τῶνις,Τῶνις,n-s------,ATR
Leuven|27086|11|4,4,οἴκοθεν,οἴκοθεν,d--------,ADV
Leuven|27086|11|5,5,ἡμῶν,ἐγώ,p1p---cg-,ATR
Leuven|27086|11|6,6,",",",",u--------,AuxX
Leuven|27086|11|7,7,εἰσελθόντες,εἰσέρχομαι,v-papamn-,ADV
Leuven|27086|11|8,8,εἰς,εἰς,r--------,AuxP
Leuven|27086|11|9,9,τὴν,ὁ,l-s---fa-,ATR
Leuven|27086|11|10,10,ξενίαν,ξενία,n-s---fa-,OBJ
Leuven|27086|11|11,11,Σατορνείλου,Σατορνεῖλος,n-s---mg-,ATR
Leuven|27086|11|12,12,",",",",u--------,AuxX
Leuven|27086|11|13,13,βλέψας,βλέπω,v-sapamn-,ADV
Leuven|27086|11|14,14,τὰ,ὁ,l-p---na-,ATR
Leuven|27086|11|15,15,ἡμῶν,ἐγώ,p1p---cg-,ATR
Leuven|27086|11|16,16,ἀβάσκαντα,ἀβάσκαντος,a-p---na-,OBJ
Leuven|27086|11|17,17,οὐκ,οὐ,d--------,AuxZ
Leuven|27086|11|18,18,εὐδόκηκα,εὐδοκέω,v1sria---,PRED
Leuven|27086|11|19,19,αὐτὸν,αὐτός,p-s---ma-,SBJ
Leuven|27086|11|20,20,τὸν,ὁ,l-s---ma-,ATR
Leuven|27086|11|21,21,υἱόν,υἱός,n-s---ma-,APOS
Leuven|27086|11|22,22,μου,ἐγώ,p1s---cg-,ATR
Leuven|27086|11|23,23,αὐτὸν,αὐτός,p-s---ma-,ATR
Leuven|27086|11|24,24,πιστεῦσαι,πιστεύω,v--ana---,OBJ
Leuven|27086|11|25,25,Μηνᾷ,Μηνᾶς,n-s---md-,OBJ
Leuven|27086|11|26,26,.,.,u--------,AuxK
