@ref,@id,@form,@lemma,@postag,@relation
Leuven|48160|3|1,1,σύ,σύ,p2s---cn-,SBJ
Leuven|48160|3|2,2,οὖν,οὖν,d--------,AuxY
Leuven|48160|3|3,3,καλῶς,καλός,d--------,ADV
Leuven|48160|3|4,4,ποιήσεις,ποιέω,v2sfia---,PRED
Leuven|48160|3|5,5,φροντίσας,φροντίζω,v-sapamn-,ADV
Leuven|48160|3|6,6,ὅπως,ὅπως,c--------,AuxC
Leuven|48160|3|7,7,χρήσιμον,χρήσιμος,a-s---na-,OBJ
Leuven|48160|3|8,8,τε,τε,b--------,AuxY
Leuven|48160|3|9,9,λάβῃ,λαμβάνω,v3sasa---,OBJ_CO
Leuven|48160|3|10,10,καί,καί,b--------,COORD
Leuven|48160|3|11,11,τῷ,ὁ,l-s---nd-,ATR
Leuven|48160|3|12,12,μέτρῳ,μέτρον,n-s---nd-,ADV
Leuven|48160|3|13,13,μή,μή,d--------,AuxZ
Leuven|48160|3|14,14,παρακρουσθῇ,παρακρούω,v3sasp---,OBJ_CO
Leuven|48160|3|15,15,.,.,u--------,AuxK
