@ref,@id,@form,@lemma,@postag,@relation
Leuven|7667|7|1,1,ἀπό,ἀπό,r--------,AuxP
Leuven|7667|7|2,2,τούτου,οὗτος,p-s---ng-,ATR
Leuven|7667|7|3,3,τό,ὁ,l-s---na-,ATR
Leuven|7667|7|4,4,μέν,μέν,d--------,AuxY
Leuven|7667|7|5,5,ἥμισυ,ἥμισυς,a-s---na-,OBJ
Leuven|7667|7|6,6,εἰς,εἰς,r--------,AuxP
Leuven|7667|7|7,7,τά,ὁ,l-p---na-,ATR
Leuven|7667|7|8,8,δέοντα,δέω,v-pppana-,OBJ
Leuven|7667|7|9,9,ὑπελιπόμην,ὑπολείπω,v1saim---,PRED_CO
Leuven|7667|7|10,10,",",",",u--------,AuxX
Leuven|7667|7|11,11,τό,ὁ,l-s---na-,ATR
Leuven|7667|7|12,12,δέ,δέ,b--------,COORD
Leuven|7667|7|13,13,λοιπόν,λοιπός,a-s---na-,OBJ
Leuven|7667|7|14,14,εἰς,εἰς,r--------,AuxP
Leuven|7667|7|15,15,τό,ὁ,l-s---na-,ATR
Leuven|7667|7|16,16,δάνειον,δάνειον,n-s---na-,OBJ
Leuven|7667|7|17,17,κατέβαλον,καταβάλλω,v1saia---,PRED_CO
Leuven|7667|7|18,18,.,.,u--------,AuxK
