@ref,@id,@form,@lemma,@postag,@relation
Leuven|27793|2|1,1,τό,ὁ,l-s---na-,ATR
Leuven|27793|2|2,2,μέν,μέν,d--------,AuxY
Leuven|27793|2|3,3,γοργόν,γοργός,a-s---na-,OBJ
Leuven|27793|2|4,4,σου,σύ,p2s---cg-,ATR
Leuven|27793|2|5,5,οἶδα,οἶδα,v1sria---,PRED_CO
Leuven|27793|2|6,6,",",",",u--------,AuxX
Leuven|27793|2|7,7,ἡ,ὁ,l-s---fn-,ATR
Leuven|27793|2|8,8,δέ,δέ,b--------,COORD
Leuven|27793|2|9,9,γυνή,γυνή,n-s---fn-,SBJ
Leuven|27793|2|10,10,σε,σύ,p2s---ca-,OBJ
Leuven|27793|2|11,11,κάει,καίω,v3spia---,PRED_CO
Leuven|27793|2|12,12,λαλοῦσα,λαλέω,v-sppafn-,ADV
Leuven|27793|2|13,13,πᾶσαν,πᾶς,a-s---fa-,ATR
Leuven|27793|2|14,14,ὥραν,ὥρα,n-s---fa-,ADV
Leuven|27793|2|15,15,",",",",u--------,AuxX
Leuven|27793|2|16,16,ὅτι,ὅτι,c--------,AuxC
Leuven|27793|2|17,17,σοι,σύ,p2s---cd-,OBJ
Leuven|27793|2|18,18,οὐδέν,οὐδείς,p-s---na-,OBJ
Leuven|27793|2|19,19,δίδω,δίδωμι,v1spia---,OBJ
Leuven|27793|2|20,20,.,.,u--------,AuxK
