@ref,@id,@form,@lemma,@postag,@relation
Leuven|5364|6|1,1,ἔγραψεν,γράφω,v3saia---,PRED_CO
Leuven|5364|6|2,2,δὲ,δέ,d--------,AuxY
Leuven|5364|6|3,3,συσχεῖν,συνόχωκα,v--ana---,OBJ
Leuven|5364|6|4,4,τὰ,ὁ,l-p---na-,ATR
Leuven|5364|6|5,5,γενήματα,γένημα,n-p---na-,OBJ
Leuven|5364|6|6,6,τοῦ,ὁ,l-s---ng-,ATR
Leuven|5364|6|7,7,κτήματος,κτῆμα,n-s---ng-,ATR
Leuven|5364|6|8,8,τούτου,οὗτος,p-s---ng-,ATR
Leuven|5364|6|9,9,πάντα,πᾶς,a-p---na-,ATR
Leuven|5364|6|10,10,",",",",u--------,AuxX
Leuven|5364|6|11,11,καὶ,καί,b--------,COORD
Leuven|5364|6|12,12,συνέσχηται,συνέχω,v3srie---,PRED_CO
Leuven|5364|6|13,13,ἕως,ἕως,r--------,AuxP
Leuven|5364|6|14,14,τοῦ,ὁ,l-s---ng-,ATR
Leuven|5364|6|15,15,νῦν,νῦν,d--------,ADV
Leuven|5364|6|16,16,.,.,u--------,AuxK
