@ref,@id,@form,@lemma,@postag,@relation
Leuven|83|1|1,1,Πετεσοῦχος,Πετεσοῦχος,n-s---mn-,SBJ
Leuven|83|1|2,2,Πανεβχούνιος,Πανεβχοῦνις,n-s---mg-,ATR
Leuven|83|1|3,3,Πετεαρσεμθεῖ,Πετεαρσεμθεύς,n-s---md-,OBJ_CO
Leuven|83|1|4,4,καί,καί,b--------,AuxY
Leuven|83|1|5,5,Παγάνει,Παγάνης,n-s---md-,OBJ_CO
Leuven|83|1|6,6,Πανεβχούνιος,Πανεβχουνις,n-s---mg-,ATR
Leuven|83|1|7,7,Καρούρει,Καροῦρις,n-s---md-,OBJ_CO
Leuven|83|1|8,8,Πανεβχούνιος,Πανεβχουνις,n-s---mg-,ATR
Leuven|83|1|9,9,καί,καί,b--------,AuxY
Leuven|83|1|10,10,Ὥρῳ,Ὧρος,n-s---md-,OBJ_CO
Leuven|83|1|11,11,καί,καί,b--------,AuxY
Leuven|83|1|12,12,Πετεαρσεμθεῖ,Πετεαρσεμθεύς,n-s---md-,OBJ_CO
Leuven|83|1|13,13,Ἐργενούφιος,Ἐργενοῦφις,n-s---mg-,ATR
Leuven|83|1|14,14,καί,καί,b--------,AuxY
Leuven|83|1|15,15,Πανεβχούνει,Πανεβχουνις,n-s---md-,OBJ_CO
Leuven|83|1|16,16,Νεχούτου,Νεχουτης,n-s---mg-,ATR
Leuven|83|1|17,17,καί,καί,b--------,AuxY
Leuven|83|1|18,18,τῷ,ὁ,l-s---md-,ATR
Leuven|83|1|19,19,υἱῷ,υἱός,n-s---md-,OBJ_CO
Leuven|83|1|20,20,Πεκύσει,Πεκυσις,n-s---md-,APOS
Leuven|83|1|21,21,καί,καί,b--------,AuxY
Leuven|83|1|22,22,Ὥρῳ,Ὧρος,n-s---md-,OBJ_CO
Leuven|83|1|23,23,Πόρτιτος,Πορτις,n-s---mg-,ATR
Leuven|83|1|24,24,καί,καί,b--------,AuxY
Leuven|83|1|25,25,...,...,z--------,GAP
Leuven|83|1|26,26,Πακοίβκει,Πακοιβκις,n-s---md-,OBJ_CO
Leuven|83|1|27,27,Παττος,Πατης,n-s---mg-,ATR
Leuven|83|1|28,28,καί,καί,b--------,COORD
Leuven|83|1|29,29,τοῖς,ὁ,l-p---nd-,ATR
Leuven|83|1|30,30,παιδίοις,παιδίον,n-p---nd-,OBJ_CO
Leuven|83|1|31,31,χαίρειν,χαίρω,v--pna---,OBJ_CO
Leuven|83|1|32,32,καί,καί,b--------,COORD
Leuven|83|1|33,33,ἐρρῶσθαι,ῥώννυμι,v--rne---,OBJ_CO
Leuven|83|1|34,34,·,·,u--------,AuxK
Leuven|83|1|35,35,[0],,---------,PRED
