@ref,@id,@form,@lemma,@postag,@relation
Leuven|25932|4|1,1,ἐάν,ἐάν,c--------,AuxC
Leuven|25932|4|2,2,Ἀμόις,Ἁμόϊς,n-s---mn-,SBJ
Leuven|25932|4|3,3,παραγένηται,παραγίγνομαι,v3sasm---,ADV
Leuven|25932|4|4,4,",",",",u--------,AuxX
Leuven|25932|4|5,5,δώσω,δίδωμι,v1sfia---,PRED
Leuven|25932|4|6,6,αὐτῷ,αὐτός,p-s---md-,OBJ
Leuven|25932|4|7,7,τάς,ὁ,l-p---fa-,ATR
Leuven|25932|4|8,8,ἄλλας,ἄλλος,p-p---fa-,ATR
Leuven|25932|4|9,9,δραχμάς,δραχμή,n-p---fa-,OBJ
Leuven|25932|4|10,10,δ,δ,m--------,ATR
Leuven|25932|4|11,11,.,.,u--------,AuxK
