@ref,@id,@form,@lemma,@postag,@relation
Leuven|17627|8|1,1,ἐρωτῶ,ἐρωτάω,v1spia---,ExD
Leuven|17627|8|2,2,σε,σύ,p2s---ca-,OBJ
Leuven|17627|8|3,3,",",",",u--------,AuxX
Leuven|17627|8|4,4,οὐ,οὐ,d--------,AuxZ
Leuven|17627|8|5,5,πρᾶγμά,πρᾶγμα,n-s---nn-,PNOM
Leuven|17627|8|6,6,ἐστιν,εἰμί,v3spia---,ExD
Leuven|17627|8|7,7,",",",",u--------,AuxX
Leuven|17627|8|8,8,ἐάν,ἐάν,c--------,AuxC
Leuven|17627|8|9,9,τινα,τις,p-s---ca-,OBJ
Leuven|17627|8|10,10,εὕρητε,εὑρίσκω,v2pasa---,ADV
Leuven|17627|8|11,11,καταβαίνοντα,καταβαίνω,v-sppama-,ATR
Leuven|17627|8|12,12,",",",",u--------,AuxX
Leuven|17627|8|13,13,ἀποστεῖλαι,ἀποστέλλω,v--ana---,OBJ
Leuven|17627|8|14,14,ἡμῖν,ἐγώ,p1p---cd-,OBJ
Leuven|17627|8|15,15,φάσιν,φάσις,n-s---fa-,OBJ
Leuven|17627|8|16,16,περὶ,περί,r--------,AuxP
Leuven|17627|8|17,17,τῆς,ὁ,l-s---fg-,ATR
Leuven|17627|8|18,18,ὑγιείας,ὑγίεια,n-s---fg-,ATR
Leuven|17627|8|19,19,ὑμῶν,σύ,p2p---cg-,ATR_CO
Leuven|17627|8|20,20,καὶ,καί,b--------,COORD
Leuven|17627|8|21,21,τῆς,ὁ,l-s---fg-,ATR
Leuven|17627|8|22,22,μικρᾶς,μικρός,a-s---fg-,ATR_CO
Leuven|17627|8|23,23,.,.,u--------,AuxK
