@ref,@id,@form,@lemma,@postag,@relation
Leuven|1925|2|1,1,εἰ,εἰ,c--------,AuxC
Leuven|1925|2|2,2,ἔρρωσαι,ῥώννυμι,v2srie---,ADV_CO
Leuven|1925|2|3,3,καὶ,καί,b--------,COORD
Leuven|1925|2|4,4,τὰ,ὁ,l-p---nn-,ATR
Leuven|1925|2|5,5,λοιπά,λοιπός,a-p---nn-,SBJ
Leuven|1925|2|6,6,σοί,σύ,p2s---cd-,OBJ
Leuven|1925|2|7,7,ἐστι,εἰμί,v3spia---,ADV_CO
Leuven|1925|2|8,8,πάντα,πᾶς,a-p---nn-,ATR
Leuven|1925|2|9,9,κατὰ,κατά,r--------,AuxP
Leuven|1925|2|10,10,γνώμην,γνώμη,n-s---fa-,PNOM
Leuven|1925|2|11,11,",",",",u--------,AuxX
Leuven|1925|2|12,12,ἔχοιμι,ἔχω,v1spoa---,PRED
Leuven|1925|2|13,13,ἂν,ἄν,d--------,AuxY
Leuven|1925|2|14,14,τοῖς,ὁ,l-p---md-,ATR
Leuven|1925|2|15,15,θεοῖς,θεός,n-p---md-,OBJ
Leuven|1925|2|16,16,πολλὴν,πολύς,a-s---fa-,ATR
Leuven|1925|2|17,17,χάριν,χάρις,n-s---fa-,OBJ
Leuven|1925|2|18,18,·,·,u--------,AuxK
