@ref,@id,@form,@lemma,@postag,@relation
Leuven|1925|4|1,1,συμβέβηκέν,συμβαίνω,v3sria---,PRED_CO
Leuven|1925|4|2,2,μοι,ἐγώ,p1s---cd-,ADV
Leuven|1925|4|3,3,ὑπὸ,ὑπό,r--------,AuxP
Leuven|1925|4|4,4,τῶν,ὁ,l-p---mg-,ATR
Leuven|1925|4|5,5,πολιτῶν,πολίτης,n-p---mg-,OBJ
Leuven|1925|4|6,6,προβεβλῆσθαί,προβάλλω,v--rne---,OBJ
Leuven|1925|4|7,7,με,ἐγώ,p1s---ca-,SBJ
Leuven|1925|4|8,8,σίτου,σῖτος,n-s---mg-,ATR
Leuven|1925|4|9,9,ἐκδοχέα,ἐκδοχεύς,n-s---ma-,PNOM
Leuven|1925|4|10,10,οὔπω,οὔπω,d--------,AuxZ
Leuven|1925|4|11,11,ὄντι,εἰμί,v-sppamd-,ADV_CO
Leuven|1925|4|12,12,μοι,ἐγώ,p1s---cd-,PNOM
Leuven|1925|4|13,13,τῶν,ὁ,l-p---ng-,ATR
Leuven|1925|4|14,14,ἐτῶν,ἔτος,n-p---ng-,ADV
Leuven|1925|4|15,15,οὐδὲ,οὐδέ,b--------,COORD
Leuven|1925|4|16,16,γινομένης,γίγνομαι,v-sppefg-,ADV_CO
Leuven|1925|4|17,17,μοι,ἐγώ,p1s---cd-,PNOM
Leuven|1925|4|18,18,τῆς,ὁ,l-s---fg-,ATR
Leuven|1925|4|19,19,λειτουργίας,λειτουργία,n-s---fg-,SBJ
Leuven|1925|4|20,20,ταύτης,οὗτος,p-s---fg-,ATR
Leuven|1925|4|21,21,",",",",u--------,AuxX
Leuven|1925|4|22,22,ἀλλὰ,ἀλλά,b--------,COORD
Leuven|1925|4|23,23,διὰ,διά,r--------,AuxP
Leuven|1925|4|24,24,φθονερίαν,φθονερία,n-s---fa-,ADV
Leuven|1925|4|25,25,τινές,τις,p-p---cn-,SBJ
Leuven|1925|4|26,26,με,ἐγώ,p1s---ca-,OBJ
Leuven|1925|4|27,27,προέβαλλον,προβάλλω,v3piia---,PRED_CO
Leuven|1925|4|28,28,.,.,u--------,AuxK
