@ref,@id,@form,@lemma,@postag,@relation
Leuven|267|6|1,1,καλῶς,καλός,d--------,ADV
Leuven|267|6|2,2,οὖν,οὖν,d--------,AuxY
Leuven|267|6|3,3,ποιήσεις,ποιέω,v2sfia---,PRED
Leuven|267|6|4,4,ἀγοράσας,ἀγοράζω,v-sapamn-,ADV_CO
Leuven|267|6|5,5,ἐμοί,ἐγώ,p1s---cd-,OBJ
Leuven|267|6|6,6,τε,τε,b--------,AuxY
Leuven|267|6|7,7,πορφύρας,πορφύρα,n-s---fg-,ATR
Leuven|267|6|8,8,στατῆρας,στατήρ,n-p---ma-,OBJ
Leuven|267|6|9,9,δύο,δύο,m--------,ATR
Leuven|267|6|10,10,καί,καί,b--------,COORD
Leuven|267|6|11,11,Ἀφροδισίαι,Ἀφροδισία,n-s---fd-,OBJ
Leuven|267|6|12,12,δύο,δύο,m--------,OBJ
Leuven|267|6|13,13,.,.,u--------,AuxK
Leuven|267|6|14,14,ἀγοράσας,,---------,ADV_CO
