@ref,@id,@form,@lemma,@postag,@relation
Leuven|27086|15|1,1,τούτου,οὗτος,p-s---ng-,ADV
Leuven|27086|15|2,2,χάριν,χάριν,r--------,AuxP
Leuven|27086|15|3,3,μανία,μανία,n-s---fn-,SBJ
Leuven|27086|15|4,4,αὐτὸν,αὐτός,p-s---ma-,OBJ
Leuven|27086|15|5,5,ἔσχηκεν,ἔχω,v3sria---,PRED
Leuven|27086|15|6,6,",",",",u--------,AuxX
Leuven|27086|15|7,7,ἐπεὶ,ἐπεί,c--------,AuxC
Leuven|27086|15|8,8,οὐκ,οὐ,d--------,AuxZ
Leuven|27086|15|9,9,εὐδόκηκεν,εὐδοκέω,v3sria---,ADV
Leuven|27086|15|10,10,αὐτὸν,αὐτός,p-s---ma-,SBJ
Leuven|27086|15|11,11,φαγεῖν,ἐσθίω,v--ana---,OBJ
Leuven|27086|15|12,12,τὰ,ὁ,l-p---na-,ATR
Leuven|27086|15|13,13,ἐπιμήνια,ἐπιμήνιος,a-p---na-,OBJ
Leuven|27086|15|14,14,σὺν,σύν,r--------,AuxP
Leuven|27086|15|15,15,τοῖς,ὁ,l-p---md-,ADV
Leuven|27086|15|16,16,παρʼ,παρά,r--------,AuxP
Leuven|27086|15|17,17,αὐτοῦ,αὐτός,p-s---mg-,ATR
Leuven|27086|15|18,18,.,.,u--------,AuxK
