@ref,@id,@form,@lemma,@postag,@relation
Leuven|892|2|1,1,μέλλοντι,μέλλω,v-sppamd-,ADV
Leuven|892|2|2,2,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|892|2|3,3,παραγίνεσθαι,παραγίγνομαι,v--pne---,ADV
Leuven|892|2|4,4,πρός,πρός,r--------,AuxP
Leuven|892|2|5,5,ὑμᾶς,σύ,p2p---ca-,OBJ
Leuven|892|2|6,6,ἦλθεν,ἔρχομαι,v3saia---,PRED
Leuven|892|2|7,7,ἐπιστολή,ἐπιστολή,n-s---fn-,SBJ
Leuven|892|2|8,8,συναντῆσαι,συναντάω,v--ana---,ATR
Leuven|892|2|9,9,εἰς,εἰς,r--------,AuxP
Leuven|892|2|10,10,Πτολεμαίδα,Πτολεμαίς,n-s---fa-,OBJ
Leuven|892|2|11,11,Ἀρίστωνι,Ἀρίστων,n-s---md-,OBJ
Leuven|892|2|12,12,τῷ,ὁ,l-s---md-,ATR
Leuven|892|2|13,13,παρά,παρά,r--------,AuxP
Leuven|892|2|14,14,τοῦ,ὁ,l-s---mg-,ATR
Leuven|892|2|15,15,βασιλέως,βασιλεύς,n-s---mg-,ADV
Leuven|892|2|16,16,ἀναπεπλευκότι,ἀναπλέω,v-srpamd-,ATR
Leuven|892|2|17,17,ἐπί,ἐπί,r--------,AuxP
Leuven|892|2|18,18,θέαν,θέα,n-s---fa-,ADV
Leuven|892|2|19,19,τοῦ,ὁ,l-s---mg-,ATR
Leuven|892|2|20,20,νομοῦ,νομός,n-s---mg-,ATR
Leuven|892|2|21,21,·,·,u--------,AuxK
