@ref,@id,@form,@lemma,@postag,@relation
Leuven|28133|2|1,1,πρό,πρό,r--------,AuxP
Leuven|28133|2|2,2,μέν,μέν,d--------,AuxY
Leuven|28133|2|3,3,πάντων,πᾶς,a-p---ng-,ADV
Leuven|28133|2|4,4,εὔχομαι,εὔχομαι,v1spie---,PRED_CO
Leuven|28133|2|5,5,σε,σύ,p2s---ca-,SBJ
Leuven|28133|2|6,6,ὑγιαίνειν,ὑγιαίνω,v--pna---,OBJ
Leuven|28133|2|7,7,καί,καί,b--------,COORD
Leuven|28133|2|8,8,τό,ὁ,l-s---na-,ATR
Leuven|28133|2|9,9,προσκύνημα,προσκύνημα,n-s---na-,OBJ
Leuven|28133|2|10,10,σου,σύ,p2s---cg-,ATR
Leuven|28133|2|11,11,ποιῶ,ποιέω,v1spia---,PRED_CO
Leuven|28133|2|12,12,κατ’,κατά,r--------,AuxP
Leuven|28133|2|13,13,ἑκάστην,ἕκαστος,a-s---fa-,ATR
Leuven|28133|2|14,14,ἡμέραν,ἡμέρα,n-s---fa-,ADV
Leuven|28133|2|15,15,παρά,παρά,r--------,AuxP
Leuven|28133|2|16,16,τῷ,ὁ,l-s---md-,ATR
Leuven|28133|2|17,17,κυρίῳ,κύριος,n-s---md-,ADV_CO
Leuven|28133|2|18,18,Σαράπιδι,Σάραπις,n-s---md-,APOS
Leuven|28133|2|19,19,καί,καί,b--------,COORD
Leuven|28133|2|20,20,τοῖς,ὁ,l-p---md-,ATR
Leuven|28133|2|21,21,συννάοις,σύνναος,a-p---md-,ATR
Leuven|28133|2|22,22,θεοῖς,θεός,n-p---md-,ADV_CO
Leuven|28133|2|23,23,.,.,u--------,AuxK
