@ref,@id,@form,@lemma,@postag,@relation
Leuven|5364|7|1,1,ἀξιῶ,ἀξιόω,v1spia---,PRED
Leuven|5364|7|2,2,οὖν,οὖν,d--------,AuxY
Leuven|5364|7|3,3,σε,σύ,p2s---ca-,OBJ
Leuven|5364|7|4,4,",",",",u--------,AuxX
Leuven|5364|7|5,5,εἴ,εἰ,c--------,AuxC
Leuven|5364|7|6,6,σοι,σύ,p2s---cd-,OBJ
Leuven|5364|7|7,7,φαίνεται,φαίνω,v3spie---,ADV
Leuven|5364|7|8,8,",",",",u--------,AuxX
Leuven|5364|7|9,9,γράψαι,γράφω,v--ana---,OBJ
Leuven|5364|7|10,10,συσχεῖν,συνόχωκα,v--ana---,OBJ
Leuven|5364|7|11,11,GGG,,,
Leuven|5364|7|12,12,ἵνα,ἵνα,c--------,AuxC
Leuven|5364|7|13,13,μηθὲν,μηδείς,p-s---nn-,SBJ
Leuven|5364|7|14,14,διαπίπτηι,διαπίπτω,v3spsa---,ADV
Leuven|5364|7|15,15,τῶι,ὁ,l-s---md-,ATR
Leuven|5364|7|16,16,βασιλεῖ,βασιλεύς,n-s---md-,OBJ
Leuven|5364|7|17,17,.,.,u--------,AuxK
