@ref,@id,@form,@lemma,@postag,@relation
Leuven|27172|9|1,1,οἶδα,οἶδα,v1sria---,PRED
Leuven|27172|9|2,2,γάρ,γάρ,d--------,AuxY
Leuven|27172|9|3,3,ὅτι,ὅτι,c--------,AuxC
Leuven|27172|9|4,4,περί,περί,r--------,AuxP
Leuven|27172|9|5,5,πάντων,πᾶς,a-p---mg-,ADV
Leuven|27172|9|6,6,θέλεις,ἐθέλω,v2spia---,OBJ
Leuven|27172|9|7,7,με,ἐγώ,p1s---ca-,OBJ
Leuven|27172|9|8,8,πεῖσαι,πείθω,v--ana---,OBJ_CO
Leuven|27172|9|9,9,καί,καί,b--------,COORD
Leuven|27172|9|10,10,πληροφορεῖν,πληροφορέω,v--pna---,OBJ_CO
Leuven|27172|9|11,11,ευ,εὖ,n-p---na-,OBJ_CO
Leuven|27172|9|12,12,α,α,m--------,ATR
Leuven|27172|9|13,13,σε,σύ,p2s---ca-,OBJ
Leuven|27172|9|14,14,προσκυνήσω,προσκυνέω,v1sfia---,OBJ_CO
Leuven|27172|9|15,15,πάλιν,πάλιν,d--------,ADV
Leuven|27172|9|16,16,...,...,z--------,GAP
Leuven|27172|9|17,17,καί,καί,b--------,COORD
Leuven|27172|9|18,18,ἀ,ἀ,m--------,ADV
Leuven|27172|9|19,19,ναψύξω,ναψυγνύω,v1sfia---,AUX
Leuven|27172|9|20,20,πάλιν,πάλιν,d--------,ADV
Leuven|27172|9|21,21,...,...,z--------,OBJ
Leuven|27172|9|22,22,Κασυλλᾶν,Κάσυλλα,n-p---fg-,ATR
Leuven|27172|9|23,23,...,...,z--------,GAP
Leuven|27172|9|24,24,σε,σύ,p2s---ca-,OBJ
Leuven|27172|9|25,25,ἰδεῖν,ὁράω,v--ana---,OBJ
Leuven|27172|9|26,26,...,...,z--------,GAP
Leuven|27172|9|27,27,καί,καί,b--------,AuxC
Leuven|27172|9|28,28,μή,μή,d--------,AuxZ
Leuven|27172|9|29,29,...,...,z--------,GAP
Leuven|27172|9|30,30,...,...,z--------,GAP
Leuven|27172|9|31,31,...,...,z--------,GAP
