@ref,@id,@form,@lemma,@postag,@relation
Leuven|21597|5|1,1,εἰ,εἰ,c--------,AuxC
Leuven|21597|5|2,2,καί,καί,b--------,AuxY
Leuven|21597|5|3,3,εὐδία,εὐδία,n-s---fn-,PNOM
Leuven|21597|5|4,4,ἐστί,εἰμί,v3spia---,ADV_CO
Leuven|21597|5|5,5,καί,καί,b--------,COORD
Leuven|21597|5|6,6,τό,ὁ,l-s---na-,ATR
Leuven|21597|5|7,7,πλοῖον,πλοῖον,n-s---na-,OBJ
Leuven|21597|5|8,8,ἀνενέγκαι,ἀναφέρω,v--ana---,OBJ
Leuven|21597|5|9,9,οὐ,οὐ,d--------,AuxZ
Leuven|21597|5|10,10,δύναται,δύναμαι,v3spie---,ADV_CO
Leuven|21597|5|11,11,ἐν,ἐν,r--------,AuxP
Leuven|21597|5|12,12,τῇ,ὁ,l-s---fd-,ATR
Leuven|21597|5|13,13,σήμερον,σήμερον,d--------,ADV
Leuven|21597|5|14,14,",",",",u--------,AuxX
Leuven|21597|5|15,15,αὐτός,αὐτός,p-s---mn-,ADV
Leuven|21597|5|16,16,ὁ,ὁ,l-s---mn-,ATR
Leuven|21597|5|17,17,ναύτης,ναύτης,n-s---mn-,SBJ
Leuven|21597|5|18,18,ἀπαντήσῃ,ἀπαντάω,v3sasa---,PRED
Leuven|21597|5|19,19,πρός,πρός,r--------,AuxP
Leuven|21597|5|20,20,χειρογραφίαν,χειρογραφία,n-s---fa-,ADV
Leuven|21597|5|21,21,",",",",u--------,AuxX
Leuven|21597|5|22,22,οὐκ,οὐ,d--------,AuxZ
Leuven|21597|5|23,23,ὀλίγως,ὀλίγος,d--------,ADV
Leuven|21597|5|24,24,γάρ,γάρ,d--------,AuxY
Leuven|21597|5|25,25,ἐνοχλούμεθα,ἐνοχλέω,v1ppie---,ExD
Leuven|21597|5|26,26,.,.,u--------,AuxK
