@ref,@id,@form,@lemma,@postag,@relation
Leuven|30121|3|1,1,γινώσκειν,γιγνώσκω,v--pna---,OBJ
Leuven|30121|3|2,2,σε,σύ,p2s---ca-,SBJ
Leuven|30121|3|3,3,θέλω,ἐθέλω,v1spia---,ExD
Leuven|30121|3|4,4,",",",",u--------,AuxX
Leuven|30121|3|5,5,εὐχαριστῶ,εὐχαριστέω,v1spia---,PRED_CO
Leuven|30121|3|6,6,μου,ἐγώ,p1s---cg-,ATR
Leuven|30121|3|7,7,τόν,ὁ,l-s---ma-,ATR
Leuven|30121|3|8,8,πατέρα,πατήρ,n-s---ma-,OBJ
Leuven|30121|3|9,9,ὅσα,ὅσος,p-p---na-,OBJ
Leuven|30121|3|10,10,ἐπ’,ἐπί,r--------,AuxP
Leuven|30121|3|11,11,εὐπρέπειαν,εὐπρέπεια,n-s---fa-,ADV_CO
Leuven|30121|3|12,12,τῶν,ὁ,l-p---mg-,ATR
Leuven|30121|3|13,13,ἀνθρώπων,ἄνθρωπος,n-p---mg-,ATR
Leuven|30121|3|14,14,πρεπόντως,πρεπόντως,d--------,ADV
Leuven|30121|3|15,15,αὐτῷ,αὐτός,p-s---md-,ATR
Leuven|30121|3|16,16,καί,καί,b--------,COORD
Leuven|30121|3|17,17,τῇ,ὁ,l-s---fd-,ATR
Leuven|30121|3|18,18,τύχῃ,τύχη,n-s---fd-,ADV_CO
Leuven|30121|3|19,19,τοῦ,ὁ,l-s---mg-,ATR
Leuven|30121|3|20,20,οἴκου,οἶκος,n-s---mg-,ATR
Leuven|30121|3|21,21,αὐτοῦ,αὐτός,p-s---mg-,ATR
Leuven|30121|3|22,22,ὅλου,ὅλος,a-s---mg-,ATR
Leuven|30121|3|23,23,",",",",u--------,AuxX
Leuven|30121|3|24,24,καί,καί,b--------,COORD
Leuven|30121|3|25,25,τό,ὁ,l-s---na-,ATR
Leuven|30121|3|26,26,προσκύνημα,προσκύνημα,n-s---na-,OBJ
Leuven|30121|3|27,27,τῆς,ὁ,l-s---fg-,ATR
Leuven|30121|3|28,28,κυρίας,κυρία,n-s---fg-,ATR
Leuven|30121|3|29,29,Ἴσιδος,Ἴσις,n-s---fg-,APOS
Leuven|30121|3|30,30,.,.,u--------,AuxK
Leuven|30121|3|31,31,[0],,---------,OBJ
Leuven|30121|3|32,32,[1],,---------,PRED_CO
