,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0537-012|52|1,1,χρώμεθα,χράομαι,v1ppie---,PRED_CO
1,Leuven|0537-012|52|2,2,γάρ,γάρ,d--------,AuxY
2,Leuven|0537-012|52|3,3,τῷ,ὁ,l-s---md-,ATR
3,Leuven|0537-012|52|4,4,μέν,μέν,d--------,AuxY
4,Leuven|0537-012|52|5,5,ἀγαθῷ,ἀγαθός,a-s---md-,OBJ
5,Leuven|0537-012|52|6,6,κατά,κατά,r--------,AuxP
6,Leuven|0537-012|52|7,7,τινας,τις,a-p----a-,ATR
7,Leuven|0537-012|52|8,8,χρόνους,χρόνος,n-p---ma-,ADV
8,Leuven|0537-012|52|9,9,ὡς,ὡς,c--------,AuxZ
9,Leuven|0537-012|52|10,10,κακῷ,κακός,a-s---nd-,OCOMP
11,Leuven|0537-012|52|12,12,τῷ,ὁ,l-s---md-,ATR
12,Leuven|0537-012|52|13,13,δέ,δέ,d--------,COORD
13,Leuven|0537-012|52|14,14,κακῷ,κακός,a-s---md-,OBJ
14,Leuven|0537-012|52|15,15,τἄμπαλιν,ἔμπαλιν,d--------,ADV
15,Leuven|0537-012|52|16,16,ὡς,ὡς,c--------,AuxZ
16,Leuven|0537-012|52|17,17,ἀγαθῷ,ἀγαθός,a-s---md-,OCOMP
