,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0058-001|191|1,1,οὐδὲ,οὐδέ,d--------,AuxZ
1,Leuven|0058-001|191|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|0058-001|191|3,3,ἀκούσαντες,ἀκούω,v-papamn-,ADV
3,Leuven|0058-001|191|4,4,τὸν,ὁ,l-s---ma-,ATR
4,Leuven|0058-001|191|5,5,ὄλεθρον,ὄλεθρος,n-s---ma-,OBJ
5,Leuven|0058-001|191|6,6,τῶν,ὁ,l-p---mg-,ATR
6,Leuven|0058-001|191|7,7,πρώτων,πρῶτος,m-p---mg-,ATR
7,Leuven|0058-001|191|8,8,ἐπεξελθόντων,ἐπεξέρχομαι,v-papamg-,ATR
8,Leuven|0058-001|191|9,9,οἱ,ὁ,l-p---mn-,ATR
9,Leuven|0058-001|191|10,10,ἄλλοι,ἄλλος,p-p---mn-,SBJ
10,Leuven|0058-001|191|11,11,ἐπέσχον,ἐπέχω,v3paia---,PRED_CO
11,Leuven|0058-001|191|12,12,τῆς,ὁ,l-s---fg-,ATR
12,Leuven|0058-001|191|13,13,βοηθείας,βοήθεια,n-s---fg-,OBJ
14,Leuven|0058-001|191|15,15,ἀλλ’,ἀλλά,c--------,COORD
15,Leuven|0058-001|191|16,16,ἄλλος,ἄλλος,p-s---mn-,SBJ
16,Leuven|0058-001|191|17,17,ἄλλον,ἄλλος,p-s---ma-,OBJ
17,Leuven|0058-001|191|18,18,παρακαλῶν,παρακαλέω,v-sppamn-,ADV
18,Leuven|0058-001|191|19,19,ἔσπευδεν,σπεύδω,v3siia---,PRED_CO
19,Leuven|0058-001|191|20,20,βοηθεῖν,βοηθέω,v--pna---,OBJ
20,Leuven|0058-001|191|21,21,τοῖς,ὁ,l-p---md-,ATR
21,Leuven|0058-001|191|22,22,ἐπεξελθοῦσι,ἐπεξέρχομαι,v-papamd-,OBJ
23,Leuven|0058-001|191|24,24,μέχρι,μέχρι,r--------,AuxC
24,Leuven|0058-001|191|25,25,ἠρημώθη,ἐρημόω,v3saip---,ADV
25,Leuven|0058-001|191|26,26,ἡ,ὁ,l-s---fn-,ATR
26,Leuven|0058-001|191|27,27,πόλις,πόλις,n-s---fn-,SBJ
27,Leuven|0058-001|191|28,28,ἀνδρῶν,ἀνήρ,n-p---mg-,OBJ
