,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0058-001|264|1,1,ἐπεὶ,ἐπεί,c--------,AuxC
1,Leuven|0058-001|264|2,2,δ’,δέ,d--------,AuxY
2,Leuven|0058-001|264|3,3,ἔδει,δέω,v3siia---,ADV
3,Leuven|0058-001|264|4,4,εἰς,εἰς,r--------,AuxP
4,Leuven|0058-001|264|5,5,τὴν,ὁ,l-s---fa-,ATR
5,Leuven|0058-001|264|6,6,ἐπιοῦσαν,ἐπέρχομαι,v-sppafa-,ATR
6,Leuven|0058-001|264|7,7,νύκτα,νύξ,n-s---fa-,ADV
7,Leuven|0058-001|264|8,8,πραχθῆναι,πράσσω,v--anp---,SBJ
9,Leuven|0058-001|264|10,10,παρῆν,πάρειμι,v3siia---,PRED
10,Leuven|0058-001|264|11,11,τῷ,ὁ,l-s---md-,ATR
11,Leuven|0058-001|264|12,12,πυλωρῷ,πυλωρός,n-s---md-,OBJ
12,Leuven|0058-001|264|13,13,ἀνὴρ,ἀνήρ,n-s---mn-,SBJ
13,Leuven|0058-001|264|14,14,ὅστις,ὅστις,p-s---mn-,SBJ
14,Leuven|0058-001|264|15,15,ἐπεὶ,ἐπεί,c--------,AuxC
15,Leuven|0058-001|264|16,16,ὀψὲ,ὀψέ,d--------,PNOM
16,Leuven|0058-001|264|17,17,ἦν,εἰμί,v3siia---,ADV_CO
17,Leuven|0058-001|264|18,18,καὶ,καί,c--------,AuxY
18,Leuven|0058-001|264|19,19,φυλακαί,φυλακή,n-p---fn-,SBJ
19,Leuven|0058-001|264|20,20,τε,τε,c--------,AuxY
20,Leuven|0058-001|264|21,21,ἐπὶ,ἐπί,r--------,AuxP
21,Leuven|0058-001|264|22,22,τοῦ,ὁ,l-s---ng-,ATR
22,Leuven|0058-001|264|23,23,τείχεος,τεῖχος,n-s---ng-,ADV
23,Leuven|0058-001|264|24,24,καθίσταντο,καθίστημι,v3piie---,ADV_CO
24,Leuven|0058-001|264|25,25,καὶ,καί,c--------,COORD
25,Leuven|0058-001|264|26,26,αἱ,ὁ,l-p---fn-,ATR
26,Leuven|0058-001|264|27,27,πύλαι,πύλη,n-p---fn-,SBJ
27,Leuven|0058-001|264|28,28,ἔμελλον,μέλλω,v3piia---,ADV_CO
28,Leuven|0058-001|264|29,29,κλείεσθαι,κλείω,v--pne---,OBJ
30,Leuven|0058-001|264|31,31,σκότους,σκότος,n-s---ng-,SBJ
31,Leuven|0058-001|264|32,32,οὖν,οὖν,d--------,AuxY
32,Leuven|0058-001|264|33,33,ἤδη,ἤδη,d--------,ADV
33,Leuven|0058-001|264|34,34,ὄντος,εἰμί,v-sppamg-,ADV
35,Leuven|0058-001|264|36,36,ἀπηλλάσσετο,ἀπαλλάσσω,v3siie---,CO
37,Leuven|0058-001|264|38,38,ἐκδήσας,ἐκδέω,v-sapamn-,ADV
38,Leuven|0058-001|264|39,39,ἀρχὴν,ἀρχή,n-s---fa-,OBJ
39,Leuven|0058-001|264|40,40,ἀγαθίδος,ἀγαθίς,n-s---fg-,ATR
40,Leuven|0058-001|264|41,41,λίνου,λίνος,n-s---mg-,ATR
41,Leuven|0058-001|264|42,42,κλωστοῦ,κλωστής,n-s---mg-,ATR
43,Leuven|0058-001|264|44,44,ὅπερ,ὅσπερ,p-s---nn-,SBJ
44,Leuven|0058-001|264|45,45,οὐκ,οὐ,d--------,AuxZ
45,Leuven|0058-001|264|46,46,ἔμελλεν,μέλλω,v3siia---,ATR
46,Leuven|0058-001|264|47,47,ῥᾳδίως,ῥᾴδιος,d--------,ADV
47,Leuven|0058-001|264|48,48,διαρραγῆναι,διαράσσω,v--anp---,OBJ
