@ref,@id,@form,@lemma,@postag,@relation
Leuven|PaeanBrev|189|1,1,Κορβῖνος,Κορβῖνος,n-s---mn-,OCOMP
Leuven|PaeanBrev|189|2,2,γάρ,γάρ,d--------,AuxY
Leuven|PaeanBrev|189|3,3,ὠνομάσθη,ὀνομάζω,v3saip---,PRED
Leuven|PaeanBrev|189|4,4,ἀπό,ἀπό,r--------,AuxP
Leuven|PaeanBrev|189|5,5,τοῦ,ὁ,l-s---mg-,ATR
Leuven|PaeanBrev|189|6,6,κόρακος,κόραξ,n-s---mg-,ADV
Leuven|PaeanBrev|189|7,7,οὕτω,οὕτως,d--------,ADV
Leuven|PaeanBrev|189|8,8,κατά,κατά,r--------,AuxP
Leuven|PaeanBrev|189|9,9,τήν,ὁ,l-s---fa-,ATR
Leuven|PaeanBrev|189|10,10,τῶν,ὁ,l-p---mg-,ATR
Leuven|PaeanBrev|189|11,11,Ἰταλῶν,Ἰταλός,n-p---mg-,ATR
Leuven|PaeanBrev|189|12,12,ὀνομαζομένου,ὀνομάζω,v-sppemg-,ATR
Leuven|PaeanBrev|189|13,13,φωνήν,φωνή,n-s---fa-,ADV
Leuven|PaeanBrev|189|14,14,·,·,u--------,AuxK
