@id,@form,@lemma,@postag
1,τρία,τρία,n-p---nn-
2,μὲν,μέν,d--------
3,οὖν,οὖν,d--------
4,ἔτη,ἔτος,n-p---na-
5,καὶ,καί,c--------
6,τέτταράς,τέσσαρες,n-p---ma-
7,που,πού,d--------
8,μῆνας,μήν,n-p---ma-
9,ἐπολέμησαν,πολεμέω,v3paia---
10,οἱ,ὁ,l-p---mn-
11,μισθοφόροι,μισθοφόρος,n-p---mn-
12,πρὸς,πρός,r--------
13,τοὺς,ὁ,l-p---ma-
14,Καρχηδονίους,Καρχηδών,n-p---ma-
15,πόλεμον,πόλεμος,n-s---ma-
16,",",punc1,u--------
17,ὧν,ὅς,p-p---mg-
18,ἡμεῖς,ἐγώ,p-p---mn-
19,ἴσμεν,οἶδα,v1pria---
20,ἀκοῇ,ἀκοή,n-s---fd-
21,μαθόντες,μανθάνω,v-papamn-
22,",",punc1,u--------
23,πολύ,πολύς,a-s---na-
24,τι,τις,p-s---na-
25,τοὺς,ὁ,l-p---ma-
26,ἄλλους,ἄλλος,p-p---ma-
27,ὠμότητι,ὠμότης,n-s---fd-
28,καὶ,καί,c--------
29,παρανομίᾳ,παρανομία,n-s---fd-
30,διενηνοχότα,διαφέρω,v-srpama-
31,.,punc1,u--------
