,@id,@form,@lemma,@postag,@relation
0,1,δεῖ,δέω2,v3spia---,PRED
1,2,γάρ,γάρ,d--------,AuxY
2,3,",",punc1,u--------,AuxX
3,4,ἔχοντος,ἔχω,v-sppamg-,ADV
4,5,ἐκείνου,ἐκεῖνος,p-s---mg-,SBJ
5,6,ναυτικόν,ναυτικόν,n-s---na-,OBJ
6,7,",",punc1,u--------,AuxX
7,8,καὶ,καί,d--------,AuxZ
8,9,ταχειῶν,ταχύς,a-p---fg-,ADV
9,10,τριήρων,τριήρης,n-p---fg-,OBJ
10,11,ἡμῖν,ἐγώ,p1p---md-,ADV
11,12,",",punc1,u--------,AuxX
12,13,ὅπως,ὅπως,c--------,AuxC
13,14,ἀσφαλῶς,ἀσφαλής,d--------,ADV
14,15,ἡ,ὁ,l-s---fn-,ATR
15,16,δύναμις,δύναμις,n-s---fn-,SBJ
16,17,πλέῃ,πλέω,v3spsa---,ADV
17,18,.,punc1,u--------,AuxK
