@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,κατάγεσθαι,κατάγω,v--pne---
3,αὐτοὺς,αὐτός,p-p---ma-
4,παρὰ,παρά,r--------
5,Κτησίππῳ,Κτήσιππος,n-s---md-
6,τῷ,ὁ,l-s---md-
7,Γλαυκωνίδου,Γλαυκωνίδης,n-s---mg-
8,",",punc1,u--------
9,καὶ,καί,c--------
10,συμπίνειν,συμπίνω,v--pna---
11,μετʼ,μετά,r--------
12,αὐτῶν,αὐτός,p-p---mg-
13,Νέαιραν,Νέαιρα,n-s---fa-
14,ὡς,ὡς,d--------
15,ἑταίραν,ἑταίρα,n-s---fa-
16,οὖσαν,εἰμί,v-sppafa-
17,καὶ,καί,d--------
18,ἄλλων,ἄλλος,p-p---mg-
19,πολλῶν,πολύς,a-p---mg-
20,παρόντων,πάρειμι1,v-pppamg-
21,καὶ,καί,c--------
22,συμπινόντων,συμπίνω,v-pppamg-
23,παρὰ,παρά,r--------
24,Κτησίππῳ,Κτήσιππος,n-s---md-
25,.,punc1,u--------
26,μαρτυροῦσιν,μαρτυρέω,v3ppia---
