@id,@form,@lemma,@postag
1,οὔκουν,οὔκουν,d--------
2,ἤδη,ἤδη,d--------
3,δοκεῖ,δοκέω,v3spia---
4,ὑμῖν,σύ,p-p---md-
5,δεδικάσθαι,δικάζω,v--rne---
6,ὑπ’,ὑπό,r--------
7,αὐτοῦ,αὐτός,a-s---mg_
8,Στεφάνου,Στέφανος,n-s---mg-
9,τουτουί,οὗτος,a-s---mg-
10,",",",",u--------
11,ὦ,ὦ,i--------
12,ἄνδρες,ἀνήρ,n-p---mv-
13,δικασταί,δικαστής,n-p---mv-
14,",",",",u--------
15,ὅτι,ὅτι2,c--------
16,ἔνοχός,ἔνοχος,a-s---fn-
17,ἐστι,εἰμί,v3spia---
18,τῇ,ὁ,l-s---fd-
19,γραφῇ,γραφή,n-s---fd-
20,Νέαιρα,Νέαιρα,n-s---fn-
21,ἣν,ὅς,p-s---fa-
22,ἐγὼ,ἐγώ,p1s---mn-
23,αὐτὴν,αὐτός,p-s---fa-
24,ἐγραψάμην,γράφω,v1saim---
25,",",",",u--------
26,καὶ,καί,c--------
27,ὅτι,ὅτι,c--------
28,ἐγὼ,ἐγώ,p1s---mn-
29,μὲν,μέν,d--------
30,ἀληθῆ,ἀληθής,a-p---na-
31,εἴρηκα,ἐρῶ,v1sria---
32,πρὸς,πρός,r--------
33,ὑμᾶς,σύ,p-p---ma-
34,καὶ,καί,c--------
35,τὰς,ὁ,l-p---fa-
36,μαρτυρίας,μαρτυρία,n-p---fa-
37,παρεσχόμην,παρέχω,v1saim---
38,ἀληθεῖς,ἀληθής,a-p---fa-
39,",",",",u--------
40,οὑτοσὶ,οὗτος,a-s---mn-
41,δ’,δέ,c--------
42,ὅ,ὅς,p-s---na-
43,τι,τις,a-s---na-
44,ἂν,ἄν,d--------
45,λέγῃ,λέγω3,v3spsa---
46,πάντα,πᾶς,a-p---na-
47,ψεύσεται,ψεύδω,v3sfim---
48,",",",",u--------
49,καὶ,καί,c--------
50,ἐξελέγξει,ἐξελέγχω,v3sfia---
51,αὐτὸς,αὐτός,a-s---mn-
52,αὑτὸν,ἑαυτοῦ,p-s---ma-
53,ὅτι,ὅτι,c--------
54,οὐδὲν,οὐδείς,p-s---na-
55,ὑγιὲς,ὑγιής,a-s---na-
56,λέγει,λέγω3,v3spia---
57,",",",",u--------
58,οὐκ,οὐ,d--------
59,ἐθελήσας,ἐθέλω,v-sapamn-
60,παραδοῦναι,παραδίδωμι,v--ana---
61,εἰς,εἰς,r--------
62,βασάνους,βάσανος,n-p---fa-
63,τὰς,ὁ,l-p---fa-
64,θεραπαίνας,θεράπαινα,n-p---fa-
65,ἃς,ὅς,p-p---fa-
66,ἐγὼ,ἐγώ,p1s---mn-
67,ἐξῄτουν,ἐξαιτέω,v1siia---
68,αὐτόν,αὐτός,p-s---ma-
69,;,;,u--------
