@id,@form,@lemma,@postag,@relation
1,οὗ,ὅς,p-s---ng-,SBJ
2,γενομένου,γίγνομαι,v-sapmng-,ADV_CO
3,",",punc1,u--------,AuxX
4,καὶ,καί,c--------,COORD
5,τοῦ,ὁ,l-s---ng-,ATR
6,συνθήματος,σύνθημα,n-s---ng-,SBJ
7,ἀποδοθέντος,ἀποδίδωμι,v-sappng-,ADV_CO
8,",",punc1,u--------,AuxX
9,τοῦ,ὁ,l-s---ng-,ATR
10,μὲν,μέν,d--------,AuxY
11,φονεύειν,φονεύω,v--pna---,OBJ
12,ἀπέστησαν,ἀφίστημι,v3paia---,PRED_CO
13,",",punc1,u--------,AuxX
14,ὥρμησαν,ὁρμάω,v3paia---,PRED_CO
15,δὲ,δέ,c--------,COORD
16,πρὸς,πρός,r--------,AuxP
17,τὰς,ὁ,l-p---fa-,ATR
18,ἁρπαγάς,ἁρπαγή,n-p---fa-,OBJ
19,.,punc1,u--------,AuxK
