@id,@form,@lemma,@postag
1,τὴν,ὁ,l-s---fa-
2,μὲν,μέν,d--------
3,γὰρ,γάρ,d--------
4,οἰκίαν,οἰκία,n-s---fa-
5,τὴν,ὁ,l-s---fa-
6,ἐν,ἐν,r--------
7,ἄστει,ἄστυ,n-s---nd-
8,ἀπέδοθ᾽,ἀποδίδωμι,v3saim---
9,οὗτος,οὗτος,p-s---mn-
10,Ναυσικράτει,Ναυσικράτης,n-s---md-
11,τῷ,ὁ,l-s---md-
12,κωμικῷ,κωμικός,a-s---md-
13,ποιητῇ,ποιητής,n-s---md-
14,",",punc1,u--------
15,ὕστερον,ὕστερος,a-s---na-
16,δ᾽,δέ,c--------
17,αὐτὴν,αὐτός,p-s---fa-
18,ἐπρίατο,πρίαμαι,v3siim---
19,παρὰ,παρά,r--------
20,τοῦ,ὁ,l-s---mg-
21,Ναυσικράτους,Ναυσικράτης,n-s---mg-
22,εἴκοσι,εἴκοσι,a-_---___
23,μνῶν,μνᾶ,n-p---fg-
24,Κλεαίνετος,Κλεαίνετος,n-s---mn-
25,ὁ,ὁ,l-s---mn-
26,χοροδιδάσκαλος,χοροδιδάσκαλος,n-s---mn-
27,:,punc1,u--------
