@ref,@id,@form,@lemma,@postag
Leuven|0062-015|196|1,1,ἄμμες,ἐγώ,p1p---cn-
Leuven|0062-015|196|2,2,δ’,δέ,d--------
Leuven|0062-015|196|3,3,αὖθ’,αὖθι,d--------
Leuven|0062-015|196|4,4,ὑμῖν,σύ,p2p---cd-
Leuven|0062-015|196|5,5,τοῦτον,οὗτος,p-s---ma-
Leuven|0062-015|196|6,6,θαλαμήϊον,θαλαμῃ̈́ος,a-s---ma-
Leuven|0062-015|196|7,7,ὕμνον,ὕμνος,n-s---ma-
Leuven|0062-015|196|8,8,ξυνὸν,ξυνός,a-s---ma-
Leuven|0062-015|196|9,9,ἐπ’,ἐπί,r--------
Leuven|0062-015|196|10,10,ἀμφοτέροις,ἀμφότερος,a-p---md-
Leuven|0062-015|196|11,11,πολλάκις,πολλάκις,d--------
Leuven|0062-015|196|12,12,ᾀσόμεθα,ἀείδω,v1pfim---
Leuven|0062-015|196|13,13,.,.,u--------
