@id,@form,@lemma,@postag
1,τὸ,ὁ,l-s---na-
2,γὰρ,γάρ,d--------
3,ὡς,ὡς,c--------
4,τ-,ὁ,l-s---na-
5,ἄριστά,ἄριστος,a-p---na-
6,τ᾽,τε,d--------
7,ἔπραττον,πράσσω,v1siia---
8,καὶ,καί,d--------
9,διὰ,διά,r--------
10,παντὸς,πᾶς,a-s---mg-
11,εὔνους,εὔνους,a-s---mn-
12,εἰμὶ,εἰμί,v1spia---
13,καὶ,καί,c--------
14,πρόθυμος,πρόθυμος,a-s---mn-
15,εὖ,εὖ,d--------
16,ποιεῖν,ποιέω,v--pna---
17,ὑμᾶς,σύ,p-p---ma-
18,",",punc1,u--------
19,ἱκανῶς,ἱκανός,d--------
20,ἐκ,ἐκ,r--------
21,τῶν,ὁ,l-p---ng-
22,εἰρημένων,ἐρῶ,v-prpeng-
23,δεδηλῶσθαί,δηλόω,v--rne---
24,μοι,ἐγώ,p1s---md-
25,νομίζω,νομίζω,v1spia---
26,.,punc1,u--------
27,εἰμὶ,εἰμί,v1spia---
