@ref,@id,@form,@lemma,@postag
Leuven|0559-002|365|1,1,ἐὰν,ἐάν,c--------
Leuven|0559-002|365|2,2,δὲ,δέ,b--------
Leuven|0559-002|365|3,3,ἀφῶμεν,ἀφίημι,v1pasa---
Leuven|0559-002|365|4,4,",",",",u--------
Leuven|0559-002|365|5,5,καταπεσεῖται,καταπίπτω,v3sfim---
Leuven|0559-002|365|6,6,ἐπὶ,ἐπί,r--------
Leuven|0559-002|365|7,7,τὸν,ὁ,l-s---ma-
Leuven|0559-002|365|8,8,ἐπίουρον,ἐπίουρος,n-s---ma-
Leuven|0559-002|365|9,9,ἐπισπωμένης,ἐπισπάω,v-sppefg-
Leuven|0559-002|365|10,10,τῆς,ὁ,l-s---fg-
Leuven|0559-002|365|11,11,λείας,λεία,n-s---fg-
Leuven|0559-002|365|12,12,καὶ,καί,b--------
Leuven|0559-002|365|13,13,ψόφον,ψόφος,n-s---ma-
Leuven|0559-002|365|14,14,ποιήσει,ποιέω,v3sfia---
Leuven|0559-002|365|15,15,.,.,u--------
