@ref,@id,@form,@lemma,@postag
Leuven|0559-002|242|1,1,ἔστω,εἰμί,v3spma---
Leuven|0559-002|242|2,2,οὖν,οὖν,d--------
Leuven|0559-002|242|3,3,οὗτος,οὗτος,p-s---mn-
Leuven|0559-002|242|4,4,ὁ,ὁ,l-s---mn-
Leuven|0559-002|242|5,5,ΑΒΓ∠,ΑΒΓ∠,n-_---__-
Leuven|0559-002|242|6,6,περὶ,περί,r--------
Leuven|0559-002|242|7,7,δὲ,δέ,b--------
Leuven|0559-002|242|8,8,τοῦτον,οὗτος,p-s---ma-
Leuven|0559-002|242|9,9,περικείσθω,περίκειμαι,v3spme---
Leuven|0559-002|242|10,10,ἴτυς,ἴτυς,n-s---fn-
Leuven|0559-002|242|11,11,ἡ,ὁ,l-s---fn-
Leuven|0559-002|242|12,12,ΕΖΗΘΚΛΜΝ,ΕΖΗΘΚΛΜΝ,n-_---__-
Leuven|0559-002|242|13,13,ἁρμοστὴ,ἁρμοστός,a-s---fn-
Leuven|0559-002|242|14,14,τῷ,ὁ,l-s---md-
Leuven|0559-002|242|15,15,στυλοβάτῃ,στυλοβάτης,n-s---md-
Leuven|0559-002|242|16,16,",",",",u--------
Leuven|0559-002|242|17,17,ὥστε,ὥστε,c--------
Leuven|0559-002|242|18,18,εὐλύτως,εὔλυτος,d--------
Leuven|0559-002|242|19,19,περὶ,περί,r--------
Leuven|0559-002|242|20,20,αὐτὸν,αὐτός,p-s---ma-
Leuven|0559-002|242|21,21,στρέφεσθαι,στρέφω,v--pne---
Leuven|0559-002|242|22,22,.,.,u--------
