@ref,@id,@form,@lemma,@postag,@relation
Leuven|0059-003|53|1,1,ἡμεῖς,ἐγώ,p1p---cn-,SBJ
Leuven|0059-003|53|2,2,γάρ,γάρ,d--------,AuxY
Leuven|0059-003|53|3,3,που,που,d--------,AuxY
Leuven|0059-003|53|4,4,δίκαιοί,δίκαιος,a-p---mn-,PNOM
Leuven|0059-003|53|5,5,ἐσμεν,εἰμί,v1ppia---,PRED
Leuven|0059-003|53|6,6,σώσαντές,σῴζω,v-papamn-,ADV
Leuven|0059-003|53|7,7,σε,σύ,p2s---ca-,OBJ
Leuven|0059-003|53|8,8,κινδυνεύειν,κινδυνεύω,v--pna---,OBJ
Leuven|0059-003|53|9,9,τοῦτον,οὗτος,p-s---ma-,ATR_CO
Leuven|0059-003|53|10,10,τὸν,ὁ,l-s---ma-,ATR
Leuven|0059-003|53|11,11,κίνδυνον,κίνδυνος,n-s---ma-,OBJ
Leuven|0059-003|53|12,12,καὶ,καί,b--------,COORD
Leuven|0059-003|53|13,13,ἐὰν,ἐάν,c--------,AuxC
Leuven|0059-003|53|14,14,δέῃ,δέω,v3spsa---,ADV
Leuven|0059-003|53|15,15,ἔτι,ἔτι,d--------,ADV
Leuven|0059-003|53|16,16,τούτου,οὗτος,p-s---mg-,ADV
Leuven|0059-003|53|17,17,μείζω,μέγας,a-s---mac,ATR_CO
Leuven|0059-003|53|18,18,.,.,u--------,AuxK
