@id;@form;@lemma;@postag;@relation
1;Σπάρτακον;Σπάρτακος;n-s---ma-;OBJ
2;δὲ;δέ;d--------;AuxY
3;διὰ;διά;r--------;AuxP
4;τῶν;ὁ;l-p---ng-;ATR
5;Ἀπεννίνων;Ἀπέννινος;n-p---ng-;ATR
6;ὀρῶν;ὄρος;n-p---ng-;ADV
7;ἐπὶ;ἐπί;r--------;AuxP
8;τὰ;ὁ;l-p---na-;ATR
9;Ἄλπεια;Ἄλπειος;n-p---na-;ADV
10;καὶ;καί;c--------;COORD
11;ἐς;εἰς;r--------;AuxP
12;Κελτοὺς;Κελτός;n-p---ma-;ADV
13;ἀπὸ;ἀπό;r--------;AuxP
14;τῶν;ὁ;l-p---ng-;ATR
15;Ἀλπείων;Ἄλπειος;n-p---ng-;ADV
16;ἐπειγόμενον;ἐπείγω;v-sppema-;ATR_CO
17;ὁ;ὁ;l-s---mn-;ATR
18;ἕτερος;ἕτερος;a-s---mn-;ATR
19;ὕπατος;ὕπατος;n-s---mn-;SBJ
20;προλαβὼν;προλαμβάνω;v-sapamn-;ADV
21;ἐκώλυε;κωλύω;v3siia---;PRED_CO
22;τῆς;ὁ;l-s---fg-;ATR
23;φυγῆς;φυγή;n-s---fg-;OBJ
24;,;punc;u--------;AuxX
25;καὶ;καί;c--------;COORD
26;ὁ;ὁ;l-s---mn-;ATR
27;ἕτερος;ἕτερος;a-s---mn-;SBJ
28;ἐδίωκεν;διώκω;v3siia---;PRED_CO
29;.;punc;u--------;AuxK
30;ἐπειγόμενον;ἐπείγω;v-sppema-;ATR_CO
