,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0540-024|46|1,1,ὁ,ὁ,l-s---mn-,SBJ
1,Leuven|0540-024|46|2,2,μὲν,μέν,d--------,AuxY
2,Leuven|0540-024|46|3,3,γὰρ,γάρ,d--------,AuxY
3,Leuven|0540-024|46|4,4,ὥσπερ,ὥσπερ,c--------,AuxZ
4,Leuven|0540-024|46|5,5,ἐπικλήρου,ἐπίκληρος,n-s---fg-,PNOM
5,Leuven|0540-024|46|6,6,τῆς,ὁ,l-s---fg-,ATR
6,Leuven|0540-024|46|7,7,συμφορᾶς,συμφορά,n-s---fg-,SBJ
7,Leuven|0540-024|46|8,8,οὔσης,εἰμί,v-sppafg-,ADV
8,Leuven|0540-024|46|9,9,ἀμφισβητήσων,ἀμφισβητέω,v-sfpamn-,ADV
9,Leuven|0540-024|46|10,10,ἥκει,ἥκω,v3spia---,PRED_CO
10,Leuven|0540-024|46|11,11,καὶ,καί,c--------,COORD
11,Leuven|0540-024|46|12,12,πειρᾶται,πειράω,v3spie---,PRED_CO
12,Leuven|0540-024|46|13,13,πείθειν,πείθω,v--pna---,OBJ
13,Leuven|0540-024|46|14,14,ὑμᾶς,σύ,p2p---ca-,OBJ
14,Leuven|0540-024|46|15,15,ὡς,ὡς,c--------,AuxC
15,Leuven|0540-024|46|16,16,οὐκ,οὐ,d--------,AuxZ
16,Leuven|0540-024|46|17,17,εἰμὶ,εἰμί,v1spia---,OBJ
17,Leuven|0540-024|46|18,18,τοιοῦτος,τοιοῦτος,p-s---mn-,PNOM
18,Leuven|0540-024|46|19,19,οἷον,οἷον,c--------,AuxC
19,Leuven|0540-024|46|20,20,ὑμεῖς,σύ,p2p---cn-,SBJ
20,Leuven|0540-024|46|21,21,ὁρᾶτε,ὁράω,v2ppia---,ADV
21,Leuven|0540-024|46|22,22,πάντες,πᾶς,a-p---mn-,ATR
