,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0540-024|50|1,1,οὐ,οὐ,d--------,AuxZ
1,Leuven|0540-024|50|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|0540-024|50|3,3,τοὺς,ὁ,l-p---ma-,ATR
3,Leuven|0540-024|50|4,4,πενομένους,πένομαι,v-pppema-,SBJ_CO
4,Leuven|0540-024|50|5,5,καὶ,καί,c--------,COORD
5,Leuven|0540-024|50|6,6,λίαν,λίαν,d--------,ADV
6,Leuven|0540-024|50|7,7,ἀπόρως,ἄπορος,d--------,ADV
7,Leuven|0540-024|50|8,8,διακειμένους,διάκειμαι,v-pppema-,SBJ_CO
8,Leuven|0540-024|50|9,9,ὑβρίζειν,ὑβρίζω,v--pna---,SBJ
9,Leuven|0540-024|50|10,10,εἰκός,εἰκός,v-srpann-,PNOM
11,Leuven|0540-024|50|12,12,ἀλλὰ,ἀλλά,c--------,COORD
12,Leuven|0540-024|50|13,13,τοὺς,ὁ,l-p---ma-,ATR
13,Leuven|0540-024|50|14,14,πολλῷ,πολύς,a-s---nd-,ADV
14,Leuven|0540-024|50|15,15,πλείω,πολύς,a-p---nac,OBJ
15,Leuven|0540-024|50|16,16,τῶν,ὁ,l-p---ng-,ATR
16,Leuven|0540-024|50|17,17,ἀναγκαίων,ἀναγκαῖος,a-p---ng-,ADV
17,Leuven|0540-024|50|18,18,κεκτημένους,κτάομαι,v-prpema-,SBJ_CO
19,Leuven|0540-024|50|20,20,ἐστιν,_,v3spia---,PRED
