@id,@form,@lemma,@postag
1,ἐπεὶ,ἐπεί,c--------
2,δὲ,δέ,d--------
3,τὴν,ὁ,l-s---fa-
4,πᾶσαν,πᾶς,a-s---fa-
5,οὐσίαν,οὐσία,n-s---fa-
6,ἐφίησι,ἐφίημι,v3spia---
7,γίνεσθαι,γίγνομαι,v--pne---
8,μείζονα,μέγας,a-s---fac
9,μέχρι,μέχρι,r--------
10,πενταπλασίας,πενταπλάσιος,a-p---fa-
11,",",punc1,u--------
12,διὰ,διά,r--------
13,τί,τις,p-s---na-
14,τοῦτ᾽,οὗτος,p-s---nn-
15,οὐκ,οὐ,d--------
16,ἂν,ἄν1,d--------
17,εἴη,εἰμί,v3spoa---
18,ἐπὶ,ἐπί,r--------
19,τῆς,ὁ,l-s---fg-
20,γῆς,Γαῖα,n-s---fg-
21,μέχρι,μέχρι,r--------
22,τινός,τις,p-s---ng-
23,;,punc1,u--------
