@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,συμβαίνει,συμβαίνω,v3spia---
3,δὴ,δή,d--------
4,τὸν,ὁ,l-s---ma-
5,τρόπον,τρόπος,n-s---ma-
6,τοῦτον,οὗτος,a-s---ma_
7,ὥστε,ὥστε,c--------
8,πάντας,πᾶς,a-p---ma-
9,ἄρχειν,ἄρχω,v--pna---
10,",",punc1,u--------
11,ὥσπερ,ὥσπερ,c--------
12,ἂν,ἄν1,d--------
13,εἰ,εἰ,c--------
14,μετέβαλλον,μεταβάλλω,v3piia---
15,οἱ,ὁ,l-p---mn-
16,σκυτεῖς,σκυτεύς,n-p---mn-
17,καὶ,καί,c--------
18,οἱ,ὁ,l-p---mn-
19,τέκτονες,τέκτων,n-p---mn-
20,καὶ,καί,c--------
21,μὴ,μή,d--------
22,ἀεὶ,ἀεί,d--------
23,οἱ,ὁ,l-p---mn-
24,αὐτοὶ,αὐτός,p-p---mn-
25,σκυτοτόμοι,σκυτοτόμος,n-p---mn-
26,καὶ,καί,c--------
27,τέκτονες,τέκτων,n-p---mn-
28,ἦσαν,εἰμί,v3piia---
29,.,punc1,u--------
30,συμβαίνῃ,συμβαίνω,v2spse---
