@id,@form,@lemma,@postag
1,πάντων,πᾶς,a-p---ng-
2,δὲ,δέ,d--------
3,φαυλότατον,φαῦλος,a-s---nns
4,τὸ,ὁ,l-s---nn-
5,τῆς,ὁ,l-s---fg-
6,ἀκοσμίας,ἀκοσμία,n-s---fg-
7,τῶν,ὁ,l-p---ng-
8,δυνατῶν,δυνατός,a-p---ng-
9,",",punc1,u--------
10,ἣν,ὅς,p-s---fa-
11,καθιστᾶσι,καθίστημι,v3ppia---
12,πολλάκις,πολλάκις,d--------
13,οἳ,ὅς,p-p---mn-
14,ἂν,ἄν1,d--------
15,μὴ,μή,d--------
16,δίκας,δίκη,n-p---fa-
17,βούλωνται,βούλομαι,v3ppse---
18,δοῦναι,δίδωμι,v--ana---
19,τῶν,ὁ,l-p---mg-
20,δυνατῶν,δυνατός,a-p---mg-
21,:,punc1,u--------
22,ἐστιν,εἰμί,v3spia---
