,@id,@form,@lemma,@postag,@relation
0,1,οἱ,ὁ,l-p---mn-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,Λακεδαιμόνιοι,Λακεδαιμόνιος,n-p---mn-,SBJ
3,4,τὸν,ὁ,l-s---ma-,ATR
4,5,Λυκοῦργον,Λυκοῦργος,n-s---ma-,OBJ
5,6,ἐπόθουν,ποθέω,v3piia---,PRED_CO
6,7,ἀπόντα,ἄπειμι1,v-sppama-,ATR
7,8,καὶ,καί,c--------,COORD
8,9,μετεπέμποντο,μεταπέμπω,v3piie---,PRED_CO
9,10,πολλάκις,πολλάκις,d--------,ADV
10,11,",",punc1,u--------,AuxX
11,12,ὡς,ὡς,d--------,AuxZ
12,13,τοὺς,ὁ,l-p---ma-,ATR
13,14,μὲν,μέν,d--------,AuxY
14,15,βασιλεῖς,βασιλεύς,n-p---ma-,SBJ
15,16,ὄνομα,ὄνομα,n-s---na-,OBJ_CO
16,17,καὶ,καί,c--------,COORD
17,18,τιμήν,τιμή,n-s---fa-,OBJ_CO
18,19,",",punc1,u--------,AuxX
19,20,ἄλλο,ἄλλος,a-s---na-,ATR
20,21,δὲ,δέ,c--------,COORD
21,22,μηδὲν,μηδείς,a-s---na-,ATR
22,23,διαφέρον,διαφέρω,v-sppana-,OBJ_CO
23,24,τῶν,ὁ,l-p---mg-,ATR
24,25,πολλῶν,πολύς,a-p---mg-,ADV
25,26,ἔχοντας,ἔχω,v-pppama-,ADV_CO
26,27,",",punc1,u--------,AuxX
27,28,ἐν,ἐν,r--------,AuxP
28,29,ἐκείνῳ,ἐκεῖνος,p-s---md-,PNOM
29,30,δὲ,δέ,c--------,COORD
30,31,φύσιν,φύσις,n-s---fa-,SBJ_CO
31,32,ἡγεμονικὴν,ἡγεμονικός,a-s---fa-,ATR
32,33,καὶ,καί,c--------,COORD
33,34,δύναμιν,δύναμις,n-s---fa-,SBJ_CO
34,35,ἀνθρώπων,ἄνθρωπος,n-p---mg-,ATR
35,36,ἀγωγὸν,ἀγωγός,a-s---fa-,ATR
36,37,οὖσαν,εἰμί,v-sppafa-,ADV_CO
37,38,.,punc1,u--------,AuxK
