,@id,@form,@lemma,@postag,@relation
0,1,νόμους,νόμος,n-p---ma-,OBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,γεγραμμένους,γράφω,v-prpema-,ATR
3,4,ὁ,ὁ,l-s---mn-,ATR
4,5,Λυκοῦργος,Λυκοῦργος,n-s---mn-,SBJ
5,6,οὐκ,οὐ,d--------,AuxZ
6,7,ἔθηκεν,τίθημι,v3saia---,PRED_CO
7,8,",",punc1,u--------,AuxX
8,9,ἀλλὰ,ἀλλά,c--------,COORD
9,10,μία,εἷς,a-s---fn-,PNOM
10,11,τῶν,ὁ,l-p---fg-,ATR
11,12,καλουμένων,καλέω,v-pfpmfg-,ATR
12,13,ῥητρῶν,ῥήτρα,n-p---fg-,ATR
13,14,ἔστιν,εἰμί,v3spia---,PRED_CO
14,15,αὕτη,οὗτος,p-s---fn-,SBJ
15,16,.,punc1,u--------,AuxK
