,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0544-002|245|1,1,καὶ,καί,c--------,AuxY
1,Leuven|0544-002|245|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|0544-002|245|3,3,ὁ,ὁ,l-s---mn-,ATR
3,Leuven|0544-002|245|4,4,Ἀθηναῖος,Ἀθηναῖος,a-s---mn-,SBJ_CO
4,Leuven|0544-002|245|5,5,εἴδησιν,εἴδησις,n-s---fa-,OBJ_CO
5,Leuven|0544-002|245|6,6,ἔχει,ἔχω,v3spia---,PRED
6,Leuven|0544-002|245|7,7,τῶν,ὁ,l-p---fg-,ATR
7,Leuven|0544-002|245|8,8,κατὰ,κατά,r--------,AuxP
8,Leuven|0544-002|245|9,9,τὴν,ὁ,l-s---fa-,ATR
9,Leuven|0544-002|245|10,10,Ἀτθίδα,Ἀτθίς,n-s---fa-,ATR
10,Leuven|0544-002|245|11,11,συνήθων,συνήθης,a-p---fg-,ATR
11,Leuven|0544-002|245|12,12,λέξεων,λέξις,n-p---fg-,ATR
13,Leuven|0544-002|245|14,14,καὶ,καί,c--------,AuxY
14,Leuven|0544-002|245|15,15,ὁ,ὁ,l-s---mn-,ATR
15,Leuven|0544-002|245|16,16,Δωριεὺς,Δωριεύς,n-s---mn-,SBJ_CO
16,Leuven|0544-002|245|17,17,τῶν,ὁ,l-p---fg-,ATR
17,Leuven|0544-002|245|18,18,κατὰ,κατά,r--------,AuxP
18,Leuven|0544-002|245|19,19,τὴν,ὁ,l-s---fa-,ATR
19,Leuven|0544-002|245|20,20,Δωρίδα,Δωρίς,n-s---fa-,ATR
21,Leuven|0544-002|245|22,22,καὶ,καί,c--------,AuxY
22,Leuven|0544-002|245|23,23,ὁ,ὁ,l-s---mn-,ATR
23,Leuven|0544-002|245|24,24,ῥήτωρ,ῥήτωρ,n-s---mn-,SBJ_CO
24,Leuven|0544-002|245|25,25,τῶν,ὁ,l-p---fg-,ATR
25,Leuven|0544-002|245|26,26,κατὰ,κατά,r--------,AuxP
26,Leuven|0544-002|245|27,27,τὴν,ὁ,l-s---fa-,ATR
27,Leuven|0544-002|245|28,28,ῥητορικήν,ῥητορική,n-s---fa-,ATR
29,Leuven|0544-002|245|30,30,καὶ,καί,c--------,COORD
30,Leuven|0544-002|245|31,31,ὁ,ὁ,l-s---mn-,ATR
31,Leuven|0544-002|245|32,32,ἰατρὸς,ἰατρός,n-s---mn-,SBJ_CO
32,Leuven|0544-002|245|33,33,τῶν,ὁ,l-p---fg-,ATR
33,Leuven|0544-002|245|34,34,κατὰ,κατά,r--------,AuxP
34,Leuven|0544-002|245|35,35,τὴν,ὁ,l-s---fa-,ATR
35,Leuven|0544-002|245|36,36,ἰατρικήν,ἰατρικός,a-s---fa-,ATR
