,@id,@form,@lemma,@postag,@relation
0,1,προεῖπε,προεῖπον,v3saia---,PRED
1,2,δὲ,δέ,d--------,AuxY
2,3,πᾶσι,πᾶς,a-p---md-,ATR
3,4,τοῖς,ὁ,l-p---md-,ATR
4,5,ἐκπεμπομένοις,ἐκπέμπω,v-pppemd-,ATR
5,6,σατράπαις,σατράπης,n-p---md-,OBJ
6,7,",",punc1,u--------,AuxX
7,8,ὅσα,ὅσος,a-p---na-,OBJ
8,9,αὐτὸν,αὐτός,p-s---ma-,SBJ
9,10,ἑώρων,ὁράω,v3piia---,ATR
10,11,ποιοῦντα,ποιέω,v-sppama-,OBJ
11,12,",",punc1,u--------,AuxX
12,13,πάντα,πᾶς,a-p---na-,OBJ
13,14,μιμεῖσθαι,μιμέομαι,v--pne---,OBJ
14,15,·,punc1,u--------,AuxK
