@ref,@id,@form,@lemma,@postag,@relation
Leuven|0062-015|165|1,1,ὁ,ὁ,l-s---mn-,ATR
Leuven|0062-015|165|2,2,θαυμάσιος,θαυμάσιος,a-s---mn-,ATR
Leuven|0062-015|165|3,3,δὲ,δέ,b--------,AuxY
Leuven|0062-015|165|4,4,Ἀλκιδάμας,Ἀλκιδάμας,n-s---mn-,SBJ
Leuven|0062-015|165|5,5,καὶ,καί,d--------,AuxZ
Leuven|0062-015|165|6,6,ἐούρει,οὐρέω,v3siia---,PRED
Leuven|0062-015|165|7,7,ἐν,ἐν,r--------,AuxP
Leuven|0062-015|165|8,8,τῷ,ὁ,l-s---nd-,ATR
Leuven|0062-015|165|9,9,μέσῳ,μέσος,a-s---nd-,OBJ
Leuven|0062-015|165|10,10,οὐκ,οὐ,d--------,AuxZ
Leuven|0062-015|165|11,11,αἰδούμενος,αἰδέομαι,v-sppemn-,ADV
Leuven|0062-015|165|12,12,τὰς,ὁ,l-p---fa-,ATR
Leuven|0062-015|165|13,13,γυναῖκας,γυνή,n-p---fa-,OBJ
Leuven|0062-015|165|14,14,.,.,u--------,AuxK
