@id,@form,@lemma,@postag
1,πολλὰ,πολύς,a-p---na-
2,καὶ,καί,d--------
3,καλὰ,καλός,a-p---na_
4,καὶ,καί,c--------
5,μεγάλ᾽,μέγας,a-p---na-
6,ἡ,ὁ,l-s---fn-
7,πόλις,πόλις,n-p---fa-
8,",",punc1,u--------
9,Αἰσχίνη,Αἰσχίνης,n-s---mv-
10,",",punc1,u--------
11,καὶ,καί,d--------
12,προείλετο,προαιρέω,v3saim---
13,καὶ,καί,c--------
14,κατώρθωσεν,κατορθόω,v3saia---
15,δι᾽,διά,r--------
16,ἐμοῦ,ἐγώ,p1s---mg-
17,",",punc1,u--------
18,ὧν,ὅς,p-p---ng-
19,οὐκ,οὐ,d--------
20,ἠμνημόνησεν,ἀμνημονέω,v3saia---
21,.,punc1,u--------
