,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27086|13|1,1,ὡς,ὡς,c--------,AuxC
1,Leuven|27086|13|2,2,ἔβλαψάς,βλάπτω,v2saia---,ADV
2,Leuven|27086|13|3,3,με,ἐγώ,p1s---ca-,OBJ
3,Leuven|27086|13|4,4,χιλίας,χίλιοι,m-p---fa-,ATR
4,Leuven|27086|13|5,5,διακοσίας,διακόσιοι,m-p---fa-,ATR
5,Leuven|27086|13|6,6,δραχμάς,δραχμή,n-p---fa-,ADV
7,Leuven|27086|13|8,8,περίψημά,περίψημα,n-s---na-,ADV
8,Leuven|27086|13|9,9,μου,ἐγώ,p1s---cg-,ATR
9,Leuven|27086|13|10,10,τοῦ,ὁ,l-s---mg-,ATR
10,Leuven|27086|13|11,11,υἱοῦ,υἱός,n-s---mg-,ATR
11,Leuven|27086|13|12,12,ἀπέλθωσιν,ἀπέρχομαι,v3pasa---,PRED
