,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|77994|3|1,1,Τιθοῆς,Τιθοέης,n-s---mn-,SBJ
1,Leuven|77994|3|2,2,ἦλθεν,ἔρχομαι,v3saia---,PRED_CO
2,Leuven|77994|3|3,3,εἰς,εἰς,r--------,AuxP
3,Leuven|77994|3|4,4,Θερενοῦθιν,Θερενοῦθις,n-s---fa-,OBJ
4,Leuven|77994|3|5,5,καί,καί,c--------,COORD
5,Leuven|77994|3|6,6,οἱ,ὁ,l-p---mn-,ATR
6,Leuven|77994|3|7,7,υἱοί,υἱός,n-p---mn-,SBJ
7,Leuven|77994|3|8,8,αὐτοῦ,αὐτός,p-s---mg-,ATR
8,Leuven|77994|3|9,9,εἰς,εἰς,r--------,AuxP
9,Leuven|77994|3|10,10,Λητοῦς,Λητώ,n-s---fg-,OBJ
10,Leuven|77994|3|11,11,εὐθέως,εὐθύς,d--------,ADV
11,Leuven|77994|3|12,12,γεινόμεθα,γίγνομαι,v1ppie---,PRED_CO
13,Leuven|77994|3|14,14,ἵνα,ἵνα,c--------,AuxC
14,Leuven|77994|3|15,15,ἐκεῖ,ἐκεῖ,d--------,ADV
15,Leuven|77994|3|16,16,ἐργασώμεθα,ἐργάζομαι,v1pasm---,ADV
