,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27086|22|1,1,πεπιάκαμεν,πιέζω,v1pria---,PRED_CO
1,Leuven|27086|22|2,2,αὐτὸν,αὐτός,p-s---ma-,OBJ
2,Leuven|27086|22|3,3,παρακαλοῦντες,παρακαλέω,v-pppamn-,ADV
3,Leuven|27086|22|4,4,ὅτι,ὅτι,c--------,AuxC
4,Leuven|27086|22|5,5,ἀνάγευσαι,ἀναγεύω,v2samm---,OBJ
5,Leuven|27086|22|6,6,Ἀλεξανδρείας,Ἀλεξάνδρεια,n-s---fg-,OBJ
7,Leuven|27086|22|8,8,καὶ,καί,c--------,COORD
8,Leuven|27086|22|9,9,λέγει,λέγω,v3spia---,PRED_CO
9,Leuven|27086|22|10,10,ἡμῖν,ἐγώ,p1p---cd-,OBJ
10,Leuven|27086|22|11,11,ὅτι,ὅτι,c--------,AuxC
11,Leuven|27086|22|12,12,οὐ,οὐ,d--------,AuxZ
12,Leuven|27086|22|13,13,θέλω,ἐθέλω,v1spia---,OBJ
