,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|48160|3|1,1,σύ,σύ,p2s---cn-,SBJ
1,Leuven|48160|3|2,2,οὖν,οὖν,d--------,AuxY
2,Leuven|48160|3|3,3,καλῶς,καλός,d--------,ADV
3,Leuven|48160|3|4,4,ποιήσεις,ποιέω,v2sfia---,PRED
4,Leuven|48160|3|5,5,φροντίσας,φροντίζω,v-sapamn-,ADV
5,Leuven|48160|3|6,6,ὅπως,ὅπως,c--------,AuxC
6,Leuven|48160|3|7,7,χρήσιμον,χρήσιμος,a-s---na-,OBJ
7,Leuven|48160|3|8,8,τε,τε,c--------,AuxY
8,Leuven|48160|3|9,9,λάβῃ,λαμβάνω,v3sasa---,OBJ_CO
9,Leuven|48160|3|10,10,καί,καί,c--------,COORD
10,Leuven|48160|3|11,11,τῷ,ὁ,l-s---nd-,ATR
11,Leuven|48160|3|12,12,μέτρῳ,μέτρον,n-s---nd-,ADV
12,Leuven|48160|3|13,13,μή,μή,d--------,AuxZ
13,Leuven|48160|3|14,14,παρακρουσθῇ,παρακρούω,v3sasp---,OBJ_CO
