,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21347|10|1,1,πέμψον,πέμπω,v2sama---,PRED
1,Leuven|21347|10|2,2,μοι,ἐγώ,p1s---cd-,OBJ
2,Leuven|21347|10|3,3,τὸ,ὁ,l-s---na-,ATR
3,Leuven|21347|10|4,4,κασίδιν,κασίδιον,n-s---na-,OBJ_CO
4,Leuven|21347|10|5,5,μου,ἐγώ,p1s---cg-,ATR
5,Leuven|21347|10|6,6,καὶ,καί,c--------,AuxY
6,Leuven|21347|10|7,7,τὸ,ὁ,l-s---na-,ATR
7,Leuven|21347|10|8,8,ὁπλάριν,ὁπλάριον,n-s---na-,OBJ_CO
8,Leuven|21347|10|9,9,καὶ,καί,c--------,AuxY
9,Leuven|21347|10|10,10,τὰ,ὁ,l-p---na-,ATR
10,Leuven|21347|10|11,11,πέντε,πέντε,m--------,ATR
11,Leuven|21347|10|12,12,λογχία,λογχίον,n-p---na-,OBJ_CO
12,Leuven|21347|10|13,13,καὶ,καί,c--------,AuxY
13,Leuven|21347|10|14,14,τὸ,ὁ,l-s---na-,ATR
14,Leuven|21347|10|15,15,λωρίκιν,λωρίκιον,n-s---na-,OBJ_CO
15,Leuven|21347|10|16,16,μου,ἐγώ,p1s---cg-,ATR
16,Leuven|21347|10|17,17,καὶ,καί,c--------,COORD
17,Leuven|21347|10|18,18,τὸ,ὁ,l-s---na-,ATR
18,Leuven|21347|10|19,19,βάλτιν,βάλτιον,n-s---na-,OBJ_CO
19,Leuven|21347|10|20,20,μου,ἐγώ,p1s---cg-,ATR
