,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27489|3|1,1,Ἀπολλῶς,Ἀπολλῶς,n-s---mn-,SBJ
1,Leuven|27489|3|2,2,αὐτός,αὐτός,p-s---mn-,ATR
2,Leuven|27489|3|3,3,εἴρηκε,λέγω,v3sria---,PRED
3,Leuven|27489|3|4,4,μοι,ἐγώ,p1s---cd-,OBJ
4,Leuven|27489|3|5,5,ἐλθών,ἔρχομαι,v-sapamn-,ADV
5,Leuven|27489|3|6,6,μεθ’,μετά,r--------,AuxP
6,Leuven|27489|3|7,7,ὑγιείας,ὑγίεια,n-s---fg-,OBJ
7,Leuven|27489|3|8,8,ἔλθου,ἔρχομαι,v2samm---,OBJ
8,Leuven|27489|3|9,9,εἰς,εἰς,r--------,AuxP
9,Leuven|27489|3|10,10,οἶκον,οἶκος,n-s---ma-,OBJ
10,Leuven|27489|3|11,11,σου,σύ,p2s---cg-,ATR
11,Leuven|27489|3|12,12,ὡς,ὡς,c--------,AuxC
12,Leuven|27489|3|13,13,τέκῃς,τίκτω,v2sasa---,ADV
