,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|712|3|1,1,καλῶς,καλός,d--------,ADV
1,Leuven|712|3|2,2,ἄν,ἄν,d--------,AuxY
2,Leuven|712|3|3,3,οὖν,οὖν,d--------,AuxY
3,Leuven|712|3|4,4,ποιήσαις,ποιέω,v2saoa---,PRED
4,Leuven|712|3|5,5,φροντίσας,φροντίζω,v-sapamn-,ADV
5,Leuven|712|3|6,6,ὅπως,ὅπως,c--------,AuxC
6,Leuven|712|3|7,7,γένωνται,γίγνομαι,v3pasm---,OBJ
7,Leuven|712|3|8,8,ἡμῖν,ἐγώ,p1p---cd-,OBJ
8,Leuven|712|3|9,9,τά,ὁ,l-p---nn-,ATR
9,Leuven|712|3|10,10,τε,τε,c--------,AuxY
10,Leuven|712|3|11,11,στεγάσματα,στέγασμα,n-p---nn-,SBJ_CO
11,Leuven|712|3|12,12,τοῖς,ὁ,l-p---nd-,ATR
12,Leuven|712|3|13,13,πλοίοις,πλοῖον,n-p---nd-,ATR
13,Leuven|712|3|14,14,καί,καί,c--------,AuxY
14,Leuven|712|3|15,15,τά,ὁ,l-p---nn-,ATR
15,Leuven|712|3|16,16,λοιπά,λοιπός,a-p---nn-,SBJ_CO
16,Leuven|712|3|17,17,χρηστά,χρηστός,a-p---nn-,ATR
17,Leuven|712|3|18,18,τε,τε,c--------,AuxY
18,Leuven|712|3|19,19,καί,καί,c--------,COORD
19,Leuven|712|3|20,20,τοῦ,ὁ,l-s---ng-,ATR
20,Leuven|712|3|21,21,καλῶς,καλός,d--------,ADV
21,Leuven|712|3|22,22,ἔχοντος,ἔχω,v-sppang-,ATR
