,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|21347|5|1,1,ἰδοὺ,ἰδού,i--------,ExD
1,Leuven|21347|5|2,2,τρεῖς,τρεῖς,m-p---ca-,ATR
2,Leuven|21347|5|3,3,ἐπιστολὰς,ἐπιστολή,n-p---fa-,OBJ
3,Leuven|21347|5|4,4,ἔπεμψά,πέμπω,v1saia---,PRED_CO
4,Leuven|21347|5|5,5,σοι,σύ,p2s---cd-,OBJ
5,Leuven|21347|5|6,6,καὶ,καί,c--------,COORD
6,Leuven|21347|5|7,7,οὐδὲ,οὐδέ,d--------,AuxZ
7,Leuven|21347|5|8,8,μίαν,εἷς,m-s---fa-,OBJ
8,Leuven|21347|5|9,9,μοι,ἐγώ,p1s---cd-,OBJ
9,Leuven|21347|5|10,10,ἔγραψας,γράφω,v2saia---,PRED_CO
