,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27493|6|1,1,εἰ,εἰ,c--------,AuxC
1,Leuven|27493|6|2,2,ἐπιστολὴν,ἐπιστολή,n-s---fa-,OBJ
2,Leuven|27493|6|3,3,γράφεις,γράφω,v2spia---,ADV
3,Leuven|27493|6|4,4,μοι,ἐγώ,p1s---cd-,OBJ
5,Leuven|27493|6|6,6,Ἑρμῆτι,Ἑρμῆς,n-s---md-,OBJ
6,Leuven|27493|6|7,7,τῶι,ὁ,l-s---md-,ATR
7,Leuven|27493|6|8,8,φίλῳ,φίλος,a-s---md-,APOS
8,Leuven|27493|6|9,9,παρὰ,παρά,r--------,AuxP
9,Leuven|27493|6|10,10,Ἀρτεμᾶν,Ἀρτεμᾶς,n-s---ma-,ADV
10,Leuven|27493|6|11,11,πέμπε,πέμπω,v2spma---,PRED
11,Leuven|27493|6|12,12,ἵνα,ἵνα,c--------,AuxC
12,Leuven|27493|6|13,13,μοι,ἐγώ,p1s---cd-,OBJ
13,Leuven|27493|6|14,14,ἀναδῷ,ἀναδίδωμι,v3sasa---,ADV
