,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|32904|7|1,1,μνημόνευε,μνημονεύω,v2spma---,PRED
1,Leuven|32904|7|2,2,οὖν,οὖν,d--------,AuxY
3,Leuven|32904|7|4,4,θεία,θεία,n-s---fv-,ExD
5,Leuven|32904|7|6,6,ὡς,ὡς,c--------,AuxC
6,Leuven|32904|7|7,7,ζώσης,ζάω,v-sppafg-,ADV
7,Leuven|32904|7|8,8,τῆς,ὁ,l-s---fg-,ATR
8,Leuven|32904|7|9,9,μητρός,μήτηρ,n-s---fg-,SBJ
9,Leuven|32904|7|10,10,μου,ἐγώ,p1s---cg-,ATR
11,Leuven|32904|7|12,12,ἵνα,ἵνα,c--------,AuxC
12,Leuven|32904|7|13,13,εἴ,εἰ,c--------,AuxC
13,Leuven|32904|7|14,14,τινα,τις,p-s---ca-,OBJ
14,Leuven|32904|7|15,15,εὑρίσκεις,εὑρίσκω,v2spia---,ADV
15,Leuven|32904|7|16,16,πέμπε,πέμπω,v2spma---,ADV
16,Leuven|32904|7|17,17,πρός,πρός,r--------,AuxP
17,Leuven|32904|7|18,18,ἐμέ,ἐγώ,p1s---ca-,OBJ
