,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|32904|1|1,1,κυρίᾳ,κυρία,n-s---fd-,OBJ_CO
1,Leuven|32904|1|2,2,μου,ἐγώ,p1s---cg-,ATR
2,Leuven|32904|1|3,3,καί,καί,c--------,COORD
3,Leuven|32904|1|4,4,ἐπιποθήτῃ,ἐπιπόθητος,n-s---fd-,ATR
4,Leuven|32904|1|5,5,θείᾳ,θεία,n-s---fd-,OBJ_CO
6,Leuven|32904|1|7,7,Τάρη,Τάρη,n-s---fn-,SBJ
7,Leuven|32904|1|8,8,θυγάτηρ,θυγάτηρ,n-s---fn-,APOS
8,Leuven|32904|1|9,9,ἀδελφῆς,ἀδελφή,n-s---fg-,ATR
9,Leuven|32904|1|10,10,σου,σύ,p2s---cg-,ATR
10,Leuven|32904|1|11,11,Ἀλλοῦτος,Ἀλλοῦς,n-s---fg-,APOS
11,Leuven|32904|1|12,12,ἐν,ἐν,r--------,AuxP
12,Leuven|32904|1|13,13,θεῷ,θεός,n-s---md-,ADV
13,Leuven|32904|1|14,14,χαίρειν,χαίρω,v--pna---,OBJ
