,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|8848|3|1,1,ἐχάρην,χαίρω,v1saip---,PRED
1,Leuven|8848|3|2,2,πολλά,πολύς,a-p---na-,ADV
2,Leuven|8848|3|3,3,ἀκούσασα,ἀκούω,v-sapafn-,ADV
3,Leuven|8848|3|4,4,ὅτι,ὅτι,c--------,AuxC
4,Leuven|8848|3|5,5,ἐσώθητε,σῴζω,v2paip---,OBJ_CO
5,Leuven|8848|3|6,6,μετά,μετά,r--------,AuxP
6,Leuven|8848|3|7,7,τῶν,ὁ,l-p---ng-,ATR
7,Leuven|8848|3|8,8,τέκνων,τέκνον,n-p---ng-,ADV
8,Leuven|8848|3|9,9,ὑμῶν,σύ,p2p---cg-,ATR
9,Leuven|8848|3|10,10,καί,καί,c--------,COORD
10,Leuven|8848|3|11,11,περίψημα,περίψημα,n-s---nn-,PNOM
11,Leuven|8848|3|12,12,ὑμῶν,σύ,p2p---cg-,ATR
12,Leuven|8848|3|13,13,τά,ὁ,l-p---nn-,ATR
13,Leuven|8848|3|14,14,παρελθόντα,παρέρχομαι,v-papann-,SBJ
