,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|8848|8|1,1,οὐκ,οὐ,d--------,AuxZ
1,Leuven|8848|8|2,2,ἐμέμψατο,μέμφομαι,v3saim---,PRED_CO
2,Leuven|8848|8|3,3,γάρ,γάρ,d--------,AuxY
3,Leuven|8848|8|4,4,τόν,ὁ,l-s---ma-,ATR
4,Leuven|8848|8|5,5,ἀδελφόν,ἀδελφός,n-s---ma-,OBJ
5,Leuven|8848|8|6,6,σου,σύ,p2s---cg-,ATR
6,Leuven|8848|8|7,7,μέχρι,μέχρι,r--------,AuxP
7,Leuven|8848|8|8,8,τούτου,οὗτος,p-s---ng-,ADV
9,Leuven|8848|8|10,10,ἀλλά,ἀλλά,c--------,COORD
10,Leuven|8848|8|11,11,λέγω,λέγω,v1spia---,PRED_CO
11,Leuven|8848|8|12,12,μή,μή,c--------,AuxC
12,Leuven|8848|8|13,13,ἐγκακήσῃ,ἐγκακέω,v3sasa---,ADV
