,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|33609|6|1,1,τόν,ὁ,l-s---ma-,ATR
1,Leuven|33609|6|2,2,δέ,δέ,d--------,AuxY
2,Leuven|33609|6|3,3,πίνακα,πίναξ,n-s---ma-,OBJ
3,Leuven|33609|6|4,4,ἐξαυτῆς,ἐξαυτῆς,d--------,ADV
4,Leuven|33609|6|5,5,μή,μή,d--------,AuxZ
5,Leuven|33609|6|6,6,ἀμελήσῃς,ἀμελέω,v2sasa---,PRED_CO
6,Leuven|33609|6|7,7,πέμψαι,πέμπω,v--ana---,OBJ
8,Leuven|33609|6|9,9,καί,καί,c--------,COORD
9,Leuven|33609|6|10,10,δήλωσον,δηλόω,v2sama---,PRED_CO
10,Leuven|33609|6|11,11,μοι,ἐγώ,p1s---cd-,OBJ
11,Leuven|33609|6|12,12,τίνι,τίς,p-s---cd-,OBJ
12,Leuven|33609|6|13,13,θέλεις,ἐθέλω,v2spia---,OBJ
13,Leuven|33609|6|14,14,μεταβαλεῖν,μεταβάλλω,v--ana---,OBJ
14,Leuven|33609|6|15,15,τήν,ὁ,l-s---fa-,ATR
15,Leuven|33609|6|16,16,τιμήν,τιμή,n-s---fa-,OBJ
16,Leuven|33609|6|17,17,αὐτοῦ,αὐτός,p-s---mg-,ATR
