,@ref,@id,@form,@lemma,@postag,@relation
2,Leuven|23875|1|3,3,ἔτους,ἔτος,n-s---ng-,ExD
3,Leuven|23875|1|4,4,οὐκ,οὐ,d--------,AuxZ
4,Leuven|23875|1|5,5,ἠνέσχετο,ἀνέχω,v3saim---,PRED_CO
5,Leuven|23875|1|6,6,πρὸς,πρός,r--------,AuxP
6,Leuven|23875|1|7,7,τὰ,ὁ,l-p---na-,ATR
7,Leuven|23875|1|8,8,σύμφωνα,σύμφωνος,a-p---na-,OBJ
8,Leuven|23875|1|9,9,τοῦ,ὁ,l-s---mg-,ATR
9,Leuven|23875|1|10,10,ἑαυτοῦ,ἑαυτοῦ,p-s---mg-,ATR
10,Leuven|23875|1|11,11,μισθωτικοῦ,μισθωτικός,a-s---mg-,ATR
11,Leuven|23875|1|12,12,ἐξακολουθῆσαι,ἐξακολουθέω,v--ana---,OBJ
13,Leuven|23875|1|14,14,ἀλλ’,ἀλλά,c--------,COORD
14,Leuven|23875|1|15,15,ἀνεχώρησεν,ἀναχωρέω,v3saia---,PRED_CO
15,Leuven|23875|1|16,16,ἐκ,ἐκ,r--------,AuxP
16,Leuven|23875|1|17,17,τῆς,ὁ,l-s---fg-,ATR
17,Leuven|23875|1|18,18,ἐργασίας,ἐργασία,n-s---fg-,OBJ
18,Leuven|23875|1|19,19,τοῦ,ὁ,l-s---ng-,ATR
19,Leuven|23875|1|20,20,ἐμοῦ,ἐμός,a-s---ng-,ATR
20,Leuven|23875|1|21,21,ἐργαστηρίου,ἐργαστήριον,n-s---ng-,ATR
