,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|27107|4|1,1,Ἀλέξανδρος,Ἀλέξανδρος,n-s---mn-,SBJ
1,Leuven|27107|4|2,2,ὁ,ὁ,l-s---mn-,ATR
2,Leuven|27107|4|3,3,κτίστης,κτίστης,n-s---mn-,APOS
4,Leuven|27107|4|5,5,παραγενόμενος,παραγίγνομαι,v-sapmmn-,ADV_CO
5,Leuven|27107|4|6,6,εὐθέως,εὐθύς,d--------,ADV
6,Leuven|27107|4|7,7,μετ’,μετά,r--------,AuxP
7,Leuven|27107|4|8,8,ἄφιξίν,ἄφιξις,n-s---fa-,ADV
8,Leuven|27107|4|9,9,σου,σύ,p2s---cg-,ATR
9,Leuven|27107|4|10,10,καὶ,καί,c--------,COORD
10,Leuven|27107|4|11,11,καθηγηθεὶς,καθηγέομαι,v-sappmn-,ADV_CO
11,Leuven|27107|4|12,12,ὡς,ὡς,c--------,AuxC
12,Leuven|27107|4|13,13,καὶ,καί,d--------,AuxZ
13,Leuven|27107|4|14,14,δι’,διά,r--------,AuxP
14,Leuven|27107|4|15,15,αὐτὸν,αὐτός,p-s---ma-,ADV
15,Leuven|27107|4|16,16,ἄλλας,ἄλλος,p-p---fa-,ATR
16,Leuven|27107|4|17,17,ἡμέρας,ἡμέρα,n-p---fa-,ADV
17,Leuven|27107|4|18,18,ἐπέμεινας,ἐπιμένω,v2saia---,OBJ
18,Leuven|27107|4|19,19,παρ’,παρά,r--------,AuxP
19,Leuven|27107|4|20,20,ἡμῖν,ἐγώ,p1p---cd-,ADV
20,Leuven|27107|4|21,21,ἵν’,ἵνα,c--------,AuxC
21,Leuven|27107|4|22,22,αὐτῷ,αὐτός,p-s---md-,OBJ
22,Leuven|27107|4|23,23,συνχρονήσῃς,συγχρονίζω,v2sasa---,ADV
24,Leuven|27107|4|25,25,ἐλυπήθη,λυπέω,v3saip---,PRED
25,Leuven|27107|4|26,26,ὅτι,ὅτι,c--------,AuxC
26,Leuven|27107|4|27,27,σε,σύ,p2s---ca-,OBJ
27,Leuven|27107|4|28,28,οὐ,οὐ,d--------,AuxZ
28,Leuven|27107|4|29,29,κατέλαβεν,καταλαμβάνω,v3saia---,ADV
