,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|712|6|1,1,ἀπεστάλκαμεν,ἀποστέλλω,v1pria---,PRED
1,Leuven|712|6|2,2,δέ,δέ,d--------,AuxY
2,Leuven|712|6|3,3,σοι,σύ,p2s---cd-,OBJ
3,Leuven|712|6|4,4,τήν,ὁ,l-s---fa-,ATR
4,Leuven|712|6|5,5,γραφήν,γραφή,n-s---fa-,OBJ
5,Leuven|712|6|6,6,πάντων,πᾶς,a-p---ng-,ATR
6,Leuven|712|6|7,7,Ἕρμωνα,Ἕρμων,n-s---ma-,OBJ
7,Leuven|712|6|8,8,κομίζοντα,κομίζω,v-sppama-,ADV_CO
8,Leuven|712|6|9,9,καί,καί,c--------,COORD
9,Leuven|712|6|10,10,ἅμα,ἅμα,d--------,ADV
10,Leuven|712|6|11,11,ἵνα,ἵνα,c--------,AuxC
11,Leuven|712|6|12,12,γένηται,γίγνομαι,v3sasm---,ADV_CO
12,Leuven|712|6|13,13,πρός,πρός,r--------,AuxP
13,Leuven|712|6|14,14,τούτοις,οὗτος,p-p---nd-,OBJ
